date,district,latitude,longitude,temperature_c,precipitation_mm,relative_humidity_pct,solar_radiation_kwh_m2
2025-10-15,Aurangabad,18.6014,73.0864,35.43,7.8,51.58,3.96
2025-12-08,Ahmednagar,18.0317,74.2696,25.28,10.41,43.51,7.27
2025-05-31,Ahmednagar,20.732,74.9134,27.81,17.83,68.29,3.97
2025-05-07,Aurangabad,16.8722,75.9394,33.09,16.05,73.09,8.34
2025-06-04,Satara,20.689,73.4462,26.23,3.14,72.02,2.28
2025-09-30,Ahmednagar,20.2202,75.8007,25.79,5.93,71.03,5.84
2025-04-14,Pune,17.0847,76.0205,20.64,4.31,49.26,5.26
2025-10-26,Dhule,19.0424,73.5274,23.85,8.2,34.52,3.38
2025-09-03,Sangli,20.3995,75.9806,25.7,11.74,54.99,4.37
2025-06-25,Nashik,19.0731,76.4701,20.81,3.21,41.38,4.81
2025-02-08,Ahmednagar,20.5824,75.5439,21.26,15.26,69.79,5.57
2025-06-19,Aurangabad,20.7434,75.7467,27.17,2.58,77.74,3.8
2025-09-04,Dhule,18.4007,76.4805,17.75,1.28,65.11,5.84
2025-01-26,Solapur,18.1979,75.1192,22.6,2.49,61.98,5.38
2025-12-21,Kolhapur,20.7134,74.0776,36.72,13.46,56.41,6.37
2025-11-02,Aurangabad,19.5381,75.9314,25.27,0.6,79.65,3.91
2025-01-13,Pune,17.0221,75.1507,24.65,23.78,29.05,4.59
2025-11-12,Kolhapur,16.6903,75.0342,25.25,10.49,40.29,7.36
2025-11-09,Sangli,19.0408,73.8877,25.33,11.61,94.88,3.84
2025-02-05,Sangli,20.6858,75.6472,29.87,3.1,39.41,3.11
2025-06-22,Satara,20.2991,73.2858,29.52,7.31,71.56,4.25
2025-01-20,Jalgaon,19.5413,76.235,25.05,14.44,75.26,2.54
2025-11-17,Satara,17.126,74.1404,25.93,12.63,27.33,7.71
2025-09-21,Dhule,17.644,73.4472,33.56,3.82,30.78,4.78
2025-05-22,Kolhapur,20.4398,74.5483,19.45,29.7,84.76,4.79
2025-05-23,Jalgaon,17.3226,73.1486,26.71,8.97,44.49,6.31
2025-04-02,Solapur,17.753,75.3962,27.68,13.29,44.98,4.11
2025-12-20,Pune,17.0832,76.1595,23.12,11.32,52.62,4.88
2025-11-18,Kolhapur,19.5425,75.9304,26.42,1.54,44.53,4.07
2025-10-15,Satara,20.7479,73.4458,22.44,5.68,71.47,2.57
2025-08-03,Nashik,17.7104,73.4419,30.19,1.79,40.72,5.28
2025-12-08,Jalgaon,18.6393,75.847,20.31,13.26,26.62,6.74
2025-02-20,Jalgaon,19.3545,76.2349,32.31,3.59,82.81,5.32
2025-06-02,Pune,20.9976,74.6123,26.63,10.32,41.61,6.58
2025-07-05,Ahmednagar,16.9716,74.7464,24.76,3.0,48.46,3.56
2025-03-04,Sangli,18.7436,74.1139,21.98,10.75,76.94,4.07
2025-07-09,Sangli,18.233,76.1299,32.15,0.38,63.26,3.26
2025-05-05,Nashik,20.3962,75.2572,23.74,20.81,82.02,5.75
2025-05-30,Dhule,18.6419,74.0089,21.16,3.28,77.21,4.72
2025-11-10,Dhule,16.9994,74.0457,32.26,24.64,53.84,4.67
2025-02-27,Solapur,19.3549,76.1192,22.48,2.74,80.39,6.2
2025-12-08,Kolhapur,19.9685,73.0477,26.53,2.63,65.02,4.49
2025-11-01,Aurangabad,16.513,74.1295,31.09,1.6,51.23,6.82
2025-06-29,Ahmednagar,20.3653,74.9402,27.79,8.36,67.23,5.55
2025-06-19,Satara,17.3371,73.5188,35.65,25.17,38.43,4.65
2025-11-22,Aurangabad,18.9843,73.3223,22.83,3.6,77.01,2.87
2025-09-28,Aurangabad,18.3711,75.8535,25.95,12.42,74.67,6.19
2025-02-23,Jalgaon,19.7384,76.1304,26.33,13.56,64.17,5.62
2025-04-11,Nashik,18.1702,75.8826,30.11,0.97,27.47,5.7
2025-09-21,Sangli,20.4139,76.1458,33.44,4.82,82.78,5.74
2025-02-22,Solapur,19.7872,74.9359,27.37,9.36,69.87,4.41
2025-03-01,Dhule,19.4147,75.8429,26.31,4.45,61.59,4.97
2025-04-18,Nashik,20.0831,74.3441,19.59,20.15,58.75,4.51
2025-01-05,Jalgaon,19.8931,75.3319,27.56,2.37,52.34,7.08
2025-04-13,Satara,16.6617,76.4609,23.75,10.62,55.8,4.79
2025-07-15,Solapur,18.2763,73.79,30.09,2.72,75.85,4.27
2025-09-19,Jalgaon,20.6886,74.3646,24.95,4.88,52.7,7.18
2025-12-31,Sangli,17.0658,74.6802,25.8,7.1,57.06,7.01
2025-12-16,Sangli,19.8169,73.4831,19.7,3.77,59.7,5.55
2025-02-16,Sangli,20.8857,73.2836,17.94,24.54,60.2,5.01
2025-12-21,Nashik,16.7349,75.904,36.3,6.05,50.88,4.63
2025-11-07,Nashik,19.5699,76.4188,27.65,25.81,58.94,5.13
2025-11-04,Dhule,18.6067,74.4165,29.02,16.43,68.18,3.89
2025-05-24,Dhule,19.1063,73.3068,22.44,0.35,45.71,5.93
2025-09-26,Satara,16.884,73.2303,31.38,0.64,59.02,7.68
2025-05-04,Solapur,16.6935,76.1196,30.48,3.19,96.76,6.04
2025-04-16,Pune,19.5009,74.6233,22.99,9.83,60.86,3.55
2025-06-07,Pune,20.2049,74.1201,21.7,1.05,45.25,5.88
2025-05-27,Jalgaon,20.0191,74.6676,23.34,3.01,43.15,5.49
2025-05-25,Sangli,18.9471,74.1141,26.86,6.9,39.23,5.87
2025-04-30,Solapur,16.9494,74.7116,27.84,32.48,91.29,3.97
2025-11-15,Aurangabad,19.5962,76.0084,27.19,13.97,80.14,5.21
2025-10-02,Nashik,17.5885,75.0731,33.49,31.12,38.79,6.52
2025-04-02,Kolhapur,20.5998,75.4313,23.43,8.91,65.85,3.6
2025-02-27,Ahmednagar,20.2722,74.2763,21.57,7.89,84.05,4.53
2025-12-12,Satara,19.6922,75.5848,27.0,6.06,61.27,4.77
2025-08-17,Sangli,20.7698,75.3332,18.53,7.67,53.15,6.7
2025-04-27,Sangli,16.6414,73.4185,30.48,1.48,98.0,6.92
2025-11-14,Sangli,19.8129,75.0042,27.49,12.03,27.7,2.33
2025-10-06,Nashik,17.9861,73.8986,25.31,4.62,98.0,6.7
2025-05-07,Nashik,20.5773,75.8143,25.03,4.98,63.08,6.97
2025-05-09,Ahmednagar,17.7,74.4908,31.55,3.04,85.23,6.87
2025-02-27,Aurangabad,19.7619,76.4814,31.39,1.38,40.39,4.41
2025-05-02,Solapur,20.4494,73.3238,25.77,3.31,48.94,4.86
2025-01-01,Sangli,16.6875,75.7312,29.96,1.57,42.56,2.85
2025-08-27,Pune,18.2894,75.358,31.32,10.46,60.18,2.06
2025-10-17,Dhule,19.9304,75.6862,28.68,2.64,67.54,4.66
2025-04-06,Pune,18.5471,74.0764,25.97,20.96,81.2,5.31
2025-05-06,Jalgaon,17.7026,74.7222,28.91,2.83,31.19,5.47
2025-04-28,Pune,17.4891,75.7878,21.8,31.26,64.82,6.43
2025-02-17,Jalgaon,17.0918,73.8139,27.36,13.15,78.11,9.0
2025-03-30,Kolhapur,20.3571,73.7911,25.83,5.41,81.48,4.61
2025-08-25,Dhule,19.0891,74.9287,25.05,2.1,54.07,3.62
2025-09-29,Pune,16.8437,74.8325,18.37,6.58,54.29,6.02
2025-07-08,Kolhapur,18.2216,73.9879,21.86,13.11,60.34,5.53
2025-07-11,Satara,18.1548,74.0433,24.57,9.31,65.35,4.34
2025-03-10,Solapur,17.3178,73.9725,31.48,11.32,85.45,6.57
2025-10-05,Kolhapur,18.4598,75.7003,28.43,9.5,40.22,3.98
2025-12-15,Solapur,17.9944,75.2817,31.7,8.22,47.85,5.01
2025-09-04,Pune,18.0381,75.9135,33.21,2.63,38.03,5.09
2025-03-17,Aurangabad,19.8256,76.4142,28.65,1.23,69.7,3.78
2025-06-03,Kolhapur,17.5047,74.6596,27.7,9.24,81.82,2.64
2025-05-24,Dhule,19.3884,73.2334,22.14,0.19,36.42,5.53
2025-03-27,Pune,19.0679,73.1683,36.93,4.51,63.6,7.25
2025-07-04,Sangli,19.0564,74.0348,19.91,20.03,80.52,6.64
2025-10-12,Nashik,19.4835,76.2639,27.59,1.12,76.12,6.74
2025-08-08,Kolhapur,18.9677,74.8312,31.16,1.65,75.91,4.0
2025-03-10,Dhule,20.4566,73.9513,31.23,23.41,40.58,5.52
2025-02-16,Satara,19.5401,74.3971,21.22,21.69,75.85,3.06
2025-04-04,Sangli,18.9613,75.0951,24.9,3.91,58.65,5.45
2025-08-26,Satara,20.2339,75.2853,23.01,3.13,81.26,7.28
2025-07-23,Pune,19.2277,73.5387,17.1,2.67,70.08,7.33
2025-08-06,Nashik,17.8101,76.4196,27.65,5.37,47.32,8.25
2025-12-07,Kolhapur,17.4319,74.9067,23.41,5.57,67.02,6.68
2025-02-08,Kolhapur,17.1855,73.4749,34.53,4.73,76.73,5.91
2025-04-10,Aurangabad,20.5475,76.1277,30.08,6.69,52.89,6.51
2025-10-16,Aurangabad,19.6956,73.2612,27.21,6.3,64.32,6.22
2025-09-11,Pune,20.7182,76.1771,24.64,22.64,37.94,3.99
2025-08-10,Pune,19.2148,76.488,27.58,6.32,71.88,2.93
2025-12-23,Nashik,18.6303,75.4515,25.72,1.5,60.99,6.52
2025-01-23,Aurangabad,16.7687,75.6966,27.35,6.82,78.45,8.34
2025-09-07,Dhule,19.5224,74.1806,36.51,9.52,71.38,6.59
2025-01-10,Dhule,19.1199,76.2955,21.68,1.75,54.67,2.37
2025-09-03,Nashik,20.9559,74.854,26.16,11.77,46.77,4.42
2025-11-21,Dhule,17.5762,75.5634,30.53,12.03,42.62,4.9
2025-04-10,Jalgaon,18.8883,76.2344,25.0,13.5,52.87,2.42
2025-10-17,Solapur,19.4293,76.4131,34.9,9.43,77.97,3.13
2025-06-29,Nashik,19.4007,75.9162,30.39,5.94,30.39,5.14
2025-08-11,Nashik,19.0258,74.0606,23.41,7.69,43.36,5.59
2025-09-07,Ahmednagar,19.9962,76.3829,28.02,1.91,77.46,3.72
2025-05-27,Sangli,17.4224,75.1984,23.48,13.13,85.92,3.07
2025-04-06,Sangli,19.7653,76.2572,23.02,0.52,44.3,6.99
2025-09-14,Jalgaon,19.2888,75.3664,26.3,7.59,43.16,4.63
2025-11-21,Aurangabad,20.5323,74.0753,33.32,14.09,87.33,4.84
2025-01-04,Pune,20.3124,74.2951,,13.04,59.78,4.38
2025-01-16,Pune,17.9182,74.9267,26.89,16.64,45.9,4.04
2025-10-07,Satara,17.7431,75.7651,30.91,10.05,80.8,7.15
2025-12-02,Jalgaon,20.9174,74.1129,28.34,2.91,71.06,3.88
2025-09-04,Nashik,18.8727,75.0291,21.15,5.56,75.26,5.47
2025-09-15,Jalgaon,20.5789,74.2097,26.27,11.96,46.84,5.21
2025-06-09,Jalgaon,17.2375,75.8552,26.63,0.14,68.75,2.28
2025-12-06,Jalgaon,19.3927,74.6335,30.81,20.4,84.43,5.56
2025-06-01,Sangli,20.1444,73.2685,24.17,17.66,73.53,2.88
2025-06-27,Jalgaon,20.7633,73.5812,22.44,1.75,78.56,6.15
2025-06-12,Solapur,18.018,73.2139,26.77,5.57,87.26,3.42
2025-02-02,Pune,19.7624,74.7476,23.77,2.45,69.7,5.98
2025-06-28,Satara,18.9247,73.3722,25.38,3.67,51.83,4.56
2025-04-11,Solapur,16.7728,73.3995,26.6,1.31,77.79,4.19
2025-09-25,Satara,19.605,76.2937,25.08,9.13,42.1,5.52
2025-11-19,Ahmednagar,19.6054,76.0543,31.82,11.58,58.0,2.99
2025-03-06,Satara,20.6877,74.5823,34.07,6.41,72.59,5.1
2025-06-17,Pune,18.7379,76.4503,31.31,12.83,20.0,6.37
2025-11-26,Pune,17.5361,73.0007,18.14,11.38,66.54,6.76
2025-02-12,Jalgaon,16.7005,75.1489,23.79,24.45,67.39,4.51
2025-02-13,Kolhapur,18.3704,75.1575,26.11,16.06,41.55,4.73
2025-10-12,Ahmednagar,17.8586,74.6011,17.77,5.84,67.87,2.96
2025-01-12,Nashik,19.9249,74.3893,22.62,18.83,65.42,4.07
2025-04-05,Dhule,18.0942,74.5938,26.04,16.05,62.61,2.86
2025-10-29,Satara,20.7708,74.4524,24.76,26.7,83.41,5.86
2025-09-10,Kolhapur,20.8304,75.5567,27.04,1.72,77.82,6.46
2025-08-30,Jalgaon,19.2941,73.4737,20.1,1.96,73.52,4.52
2025-02-04,Sangli,20.679,73.6917,24.7,1.1,43.56,3.61
2025-08-03,Nashik,19.9238,73.6318,27.76,1.39,61.69,5.66
2025-12-03,Aurangabad,18.9609,73.9186,27.05,8.83,83.32,3.9
2025-03-31,Kolhapur,17.3114,74.8384,29.23,20.89,58.14,6.21
2025-09-21,Sangli,18.5637,73.3892,28.94,5.16,89.98,8.1
2025-04-03,Ahmednagar,19.0239,76.0386,24.96,0.26,74.05,3.87
2025-03-31,Jalgaon,20.3878,74.0408,27.6,17.61,92.77,4.09
2025-04-25,Nashik,18.666,73.5689,23.0,0.79,42.79,3.01
2025-04-15,Nashik,20.5395,75.3647,25.65,1.69,59.22,5.42
2025-07-15,Nashik,19.5346,73.1333,21.72,17.96,60.92,5.32
2025-11-10,Ahmednagar,17.1165,75.1699,32.33,4.09,72.91,4.79
2025-04-24,Satara,20.9774,75.4437,25.63,9.58,48.71,5.22
2025-03-16,Aurangabad,18.8725,73.7522,32.32,4.73,33.06,3.63
2025-08-05,Ahmednagar,18.2634,73.1469,28.56,13.71,68.81,2.71
2025-10-04,Dhule,19.466,74.2728,22.57,3.8,55.4,4.06
2025-09-06,Aurangabad,16.99,73.3451,28.26,23.44,53.53,2.33
2025-06-13,Pune,19.3644,73.4077,31.05,4.36,49.53,3.87
2025-12-23,Jalgaon,18.7421,73.8899,26.61,6.25,64.23,5.66
2025-07-11,Ahmednagar,18.33,74.0341,27.37,16.0,42.62,5.29
2025-08-15,Sangli,20.7886,74.8549,24.24,20.39,58.5,2.54
2025-06-26,Aurangabad,18.8514,75.3744,27.12,7.41,,6.77
2025-04-09,Dhule,17.486,75.0747,28.19,3.12,51.03,4.91
2025-02-05,Pune,18.5653,73.5193,24.11,1.62,,3.25
2025-04-06,Satara,20.6372,73.6023,21.6,2.55,73.73,4.65
2025-06-01,Sangli,17.2924,76.0757,33.44,22.8,56.49,4.33
2025-05-31,Aurangabad,17.4628,74.9542,30.02,14.8,79.42,3.9
2025-07-09,Jalgaon,16.5586,76.0448,24.26,2.51,44.49,6.42
2025-08-12,Sangli,16.5639,74.3004,28.1,12.8,34.64,3.54
2025-02-06,Pune,20.2323,75.1504,19.61,15.41,37.95,5.48
2025-09-25,Sangli,19.7946,74.8328,17.11,18.99,42.64,3.19
2025-07-02,Solapur,18.0977,74.1169,32.42,10.77,38.37,5.14
2025-01-13,Kolhapur,19.6424,74.6447,28.15,7.99,98.0,5.6
2025-10-06,Satara,18.2784,74.7587,26.76,10.55,34.1,5.6
2025-08-05,Pune,20.788,73.7027,28.16,7.71,78.87,5.32
2025-12-21,Sangli,20.8517,74.1025,43.13,9.06,61.55,4.84
2025-12-27,Kolhapur,18.2676,75.7699,31.35,11.17,66.04,3.6
2025-10-13,Kolhapur,20.344,76.2053,21.77,3.7,45.7,3.62
2025-09-30,Sangli,19.9789,74.2593,18.6,10.68,67.86,5.65
2025-03-03,Jalgaon,17.895,74.0744,32.27,5.59,45.55,3.31
2025-03-25,Solapur,17.5442,73.6832,31.28,2.04,78.61,2.96
2025-08-05,Ahmednagar,18.5621,75.3747,29.88,10.22,80.1,7.34
2025-12-08,Solapur,20.0161,74.1308,22.94,3.69,59.57,4.81
2025-07-06,Sangli,20.8208,76.4571,28.82,4.33,60.75,6.15
2025-01-19,Satara,19.9361,74.1399,23.38,13.57,69.79,6.51
2025-06-26,Ahmednagar,20.3484,74.3795,30.31,8.17,68.87,5.28
2025-04-10,Pune,19.2138,75.1117,31.91,18.36,80.43,4.63
2025-08-21,Solapur,20.2593,75.8059,24.28,21.04,79.93,4.66
2025-03-17,Sangli,20.0299,74.6433,,18.52,61.48,7.61
2025-09-22,Solapur,18.1964,74.4793,27.57,9.33,53.41,4.36
2025-10-11,Ahmednagar,18.984,76.4847,29.46,6.31,76.61,5.46
2025-07-25,Dhule,20.1214,73.0367,20.45,19.28,59.19,6.22
2025-08-11,Aurangabad,16.7073,76.1327,28.16,5.86,64.05,5.58
2025-02-21,Solapur,20.1364,73.522,23.62,3.84,71.55,6.83
2025-12-05,Pune,17.3005,75.7507,29.37,6.64,79.56,4.62
2025-05-24,Pune,18.8161,75.1628,34.34,1.16,66.7,6.21
2025-03-10,Nashik,20.1372,74.1965,28.45,6.7,51.43,2.51
2025-04-09,Solapur,17.6422,76.0586,22.5,1.88,94.35,7.22
2025-01-25,Aurangabad,17.6061,73.0452,30.13,0.85,89.55,6.88
2025-02-22,Jalgaon,18.3124,73.7934,29.01,0.78,43.68,4.74
2025-05-31,Kolhapur,20.5259,74.9841,37.29,0.42,45.59,5.86
2025-05-24,Aurangabad,16.502,74.2304,28.27,3.56,47.85,6.54
2025-02-26,Kolhapur,20.5562,75.1363,24.07,2.38,77.27,3.64
2025-02-08,Kolhapur,17.1921,73.0844,,17.91,95.03,4.98
2025-04-19,Dhule,20.9554,73.4076,26.36,11.68,52.89,3.24
2025-06-30,Nashik,20.7968,73.4448,27.4,0.41,65.05,6.91
2025-02-11,Aurangabad,18.726,73.6625,22.36,17.12,48.45,6.43
2025-07-05,Aurangabad,18.8072,74.6077,26.39,3.49,92.6,4.78
2025-08-11,Dhule,18.667,75.6325,27.15,5.63,76.85,4.6
2025-05-02,Solapur,19.3595,76.1694,26.36,0.18,47.16,4.98
2025-05-13,Solapur,16.9082,75.9238,24.05,15.6,24.16,3.85
2025-06-12,Solapur,16.6468,73.6891,28.44,2.21,80.68,4.94
2025-08-03,Satara,16.7597,74.544,22.38,30.84,51.7,3.64
2025-08-09,Kolhapur,18.4996,73.6979,21.21,3.05,77.17,6.55
2025-08-23,Satara,17.74,73.9257,30.55,16.58,67.29,6.91
2025-11-27,Nashik,19.2992,74.7624,30.09,1.8,28.98,6.62
2025-05-26,Dhule,20.966,73.2384,20.46,3.23,47.48,3.41
2025-08-27,Aurangabad,18.2385,73.7636,17.85,3.98,55.63,4.89
2025-03-17,Kolhapur,19.0823,76.2738,21.96,2.22,49.84,6.08
2025-01-09,Satara,18.3702,74.6314,26.36,1.3,64.09,6.35
2025-03-15,Satara,20.3127,74.5589,32.77,3.69,69.22,2.44
2025-09-10,Sangli,20.5601,73.051,26.24,4.14,94.21,6.31
2025-08-18,Satara,20.4481,73.8659,23.15,10.08,70.5,3.34
2025-01-07,Jalgaon,20.8847,76.032,27.74,3.9,88.84,4.97
2025-06-23,Aurangabad,16.6238,73.5762,26.43,2.45,53.42,7.09
2025-05-21,Jalgaon,20.2792,74.4529,20.09,4.15,82.97,6.88
2025-06-17,Aurangabad,19.883,73.0502,20.12,1.19,55.14,7.19
2025-06-19,Dhule,17.5291,74.6742,20.26,0.41,45.49,3.6
2025-10-10,Aurangabad,20.8034,73.0736,39.4,13.56,44.73,3.97
2025-05-02,Jalgaon,17.1668,75.8686,31.3,11.86,20.0,4.36
2025-07-13,Aurangabad,19.558,75.887,24.03,3.0,77.37,4.98
2025-01-05,Dhule,17.512,75.7571,32.54,8.63,38.78,5.53
2025-01-29,Dhule,18.4412,73.9918,24.16,0.75,87.35,7.12
2025-06-14,Nashik,19.7362,75.9303,32.38,1.5,58.86,3.81
2025-12-05,Aurangabad,19.035,74.9005,27.4,5.44,34.01,4.26
2025-05-16,Sangli,18.4238,74.3083,23.71,15.1,41.88,7.34
2025-12-31,Solapur,17.9685,75.1887,30.4,40.12,65.43,3.46
2025-11-17,Pune,20.2785,73.0432,27.69,8.34,28.16,6.29
2025-12-08,Dhule,17.1472,73.5004,28.99,8.83,72.62,5.07
2025-05-25,Ahmednagar,18.4355,75.598,28.08,7.23,34.71,5.78
2025-11-23,Solapur,20.5669,73.8546,28.03,3.47,48.7,3.98
2025-08-05,Kolhapur,20.3063,75.093,31.0,19.0,65.58,6.26
2025-10-28,Aurangabad,18.3042,74.3479,39.92,5.54,70.42,4.22
2025-05-12,Jalgaon,19.934,75.9918,33.24,12.88,76.36,3.07
2025-10-19,Pune,20.2042,76.3335,28.1,7.55,38.48,5.92
2025-03-11,Ahmednagar,20.5,76.0925,25.45,1.08,56.45,1.45
2025-09-09,Solapur,18.9503,73.9472,,0.67,81.67,4.35
2025-10-02,Aurangabad,17.4201,73.6796,20.72,5.54,56.45,5.64
2025-12-30,Nashik,17.6489,74.6605,30.32,0.43,,6.34
2025-07-01,Kolhapur,17.8306,73.0257,21.93,27.3,64.92,7.04
2025-06-16,Pune,19.1721,73.0903,25.14,6.93,85.42,7.87
2025-04-01,Sangli,16.6476,74.9365,30.35,12.13,53.61,7.41
2025-07-21,Nashik,19.3622,74.8216,25.81,16.77,36.98,5.49
2025-12-12,Ahmednagar,18.1396,76.481,24.54,6.56,44.58,6.89
2025-01-19,Pune,17.8286,73.7064,21.01,10.97,65.4,5.46
2025-02-08,Nashik,20.4577,73.9034,33.03,6.83,33.75,6.23
2025-05-06,Kolhapur,18.57,73.3974,22.83,6.27,52.2,4.3
2025-06-22,Sangli,16.9277,76.2114,24.07,7.16,63.36,5.89
2025-05-21,Nashik,20.2204,75.7223,18.04,60.62,48.2,4.49
2025-08-30,Satara,16.7144,75.8782,26.9,14.79,67.88,4.94
2025-08-08,Sangli,19.7704,76.1597,25.33,49.53,75.04,5.9
2025-05-06,Ahmednagar,19.9826,74.8371,27.91,6.87,70.19,8.34
2025-02-27,Kolhapur,18.0867,74.5792,21.13,27.04,34.14,5.79
2025-05-28,Aurangabad,20.2115,74.1564,30.67,2.14,63.43,5.18
2025-11-13,Jalgaon,18.8205,75.0623,17.8,15.86,64.83,3.95
2025-12-27,Jalgaon,18.5848,74.59,26.54,0.55,55.14,6.54
2025-01-01,Jalgaon,16.7043,74.5805,27.58,3.37,67.64,4.7
2025-12-14,Pune,17.8051,76.2792,27.29,5.75,66.99,5.76
2025-07-09,Ahmednagar,20.6895,76.4441,27.79,3.53,60.36,6.25
2025-07-10,Kolhapur,18.2632,75.7877,30.94,21.37,43.92,7.1
2025-11-08,Sangli,18.9602,75.6487,33.62,14.26,61.52,6.46
2025-04-27,Pune,18.8941,75.382,26.22,1.59,95.6,3.36
2025-05-14,Ahmednagar,19.1569,73.5813,22.16,13.11,54.94,2.62
2025-02-27,Aurangabad,16.776,73.2069,29.8,14.79,80.85,6.25
2025-02-13,Satara,18.1298,75.4175,25.6,11.61,62.7,5.33
2025-06-22,Kolhapur,19.7541,75.5508,33.32,10.77,47.59,5.79
2025-06-09,Jalgaon,17.4025,73.1644,23.99,5.13,56.66,7.78
2025-06-22,Nashik,17.4161,76.2482,22.71,18.21,61.7,4.28
2025-11-13,Kolhapur,16.5454,73.319,27.72,16.54,73.79,7.14
2025-10-30,Dhule,18.4687,74.0007,18.3,25.32,98.0,4.29
2025-05-29,Ahmednagar,20.4723,75.3534,24.66,19.11,62.98,7.55
2025-03-21,Solapur,16.7336,73.5946,25.35,1.43,39.84,6.33
2025-08-01,Aurangabad,17.36,73.194,28.1,5.24,32.22,2.94
2025-07-22,Satara,17.8954,74.159,22.02,1.73,54.41,4.57
2025-09-09,Aurangabad,19.7928,75.6809,22.6,2.53,41.69,8.07
2025-08-17,Kolhapur,19.3829,74.4479,32.78,3.84,72.04,7.89
2025-06-13,Solapur,18.3717,75.2854,26.93,22.85,72.17,6.11
2025-08-15,Dhule,19.9158,75.0287,31.32,12.59,59.37,5.73
2025-05-27,Sangli,19.2433,73.0778,24.29,17.52,73.83,5.56
2025-01-20,Nashik,20.5322,76.4599,26.73,15.36,63.17,5.86
2025-02-16,Solapur,20.1811,73.145,28.07,4.13,95.62,4.99
2025-08-21,Ahmednagar,17.6377,76.3873,35.74,18.18,73.27,7.02
2025-11-01,Jalgaon,17.7215,74.9245,25.91,3.66,78.12,6.07
2025-01-14,Dhule,17.0641,76.3711,26.17,26.24,35.93,3.75
2025-05-23,Nashik,18.0163,73.4016,32.49,3.28,40.92,6.18
2025-01-01,Satara,20.9979,74.7164,25.1,14.31,70.62,5.45
2025-02-23,Jalgaon,18.3259,73.5933,28.42,9.13,34.11,4.73
2025-09-16,Kolhapur,17.4922,73.1784,32.05,3.57,50.76,8.05
2025-05-24,Solapur,19.9312,75.1614,24.12,6.85,83.23,5.36
2025-01-12,Nashik,18.9411,73.7272,28.7,2.65,50.37,2.26
2025-11-26,Pune,17.1732,75.0569,35.73,4.83,40.22,4.84
2025-08-12,Sangli,18.2131,73.3933,31.61,18.73,74.02,6.69
2025-09-29,Sangli,18.3651,74.162,28.42,3.72,98.0,3.81
2025-12-24,Dhule,19.8922,75.7357,25.88,0.52,47.44,6.64
2025-06-05,Satara,16.593,74.5297,23.98,0.08,84.03,3.7
2025-01-08,Dhule,17.7106,75.1971,22.06,6.34,45.2,7.21
2025-05-02,Pune,18.8292,75.2661,34.55,6.44,59.98,4.34
2025-12-14,Ahmednagar,17.7098,75.9531,33.58,42.77,60.76,4.67
2025-06-13,Satara,19.328,74.1372,23.71,8.26,47.92,4.56
2025-03-31,Aurangabad,18.6684,75.4055,28.69,6.94,77.76,6.1
2025-05-16,Ahmednagar,18.1277,76.3657,27.56,4.17,34.29,7.97
2025-07-05,Satara,20.7714,75.5559,32.92,6.61,65.51,5.22
2025-11-12,Satara,19.3447,74.7145,28.91,26.9,81.33,5.18
2025-06-27,Pune,17.0847,75.2075,26.89,26.84,76.26,4.34
2025-01-28,Kolhapur,19.0204,75.5889,24.29,9.68,70.84,2.76
2025-08-08,Pune,20.0133,75.143,28.7,1.25,90.54,4.49
2025-12-23,Satara,19.6882,73.0584,25.26,7.52,58.05,3.31
2025-02-10,Nashik,17.2744,73.6817,28.1,0.71,34.55,2.37
2025-08-16,Ahmednagar,20.8759,75.8366,,15.63,64.43,5.08
2025-07-11,Pune,18.5197,73.9543,25.14,4.27,59.74,4.39
2025-05-25,Kolhapur,17.2156,75.5605,22.14,0.21,23.92,7.26
2025-07-20,Solapur,17.3109,74.3024,29.57,2.72,41.75,3.92
2025-07-31,Dhule,16.9421,74.8266,27.21,10.54,39.45,6.21
2025-08-08,Satara,20.1158,73.2379,35.94,20.55,47.34,6.18
2025-08-28,Aurangabad,17.0491,73.6343,21.84,7.88,55.68,7.21
2025-02-15,Solapur,17.0631,76.3502,30.13,13.21,56.37,4.92
2025-02-04,Sangli,20.3271,76.1155,26.59,19.14,47.98,7.18
2025-09-10,Jalgaon,18.0507,75.283,37.5,12.52,39.43,6.04
2025-03-23,Kolhapur,16.6389,74.6088,29.74,12.88,68.79,6.91
2025-09-13,Aurangabad,16.7335,75.3652,28.62,5.59,64.1,8.79
2025-07-16,Jalgaon,17.1398,75.1651,26.6,7.11,,5.02
2025-10-30,Kolhapur,17.4603,74.9899,23.48,7.33,94.02,5.46
2025-01-10,Nashik,19.4932,73.2071,28.56,0.94,64.93,4.66
2025-11-08,Dhule,17.208,75.2148,20.09,7.25,55.4,7.51
2025-10-13,Solapur,17.0349,75.6912,20.32,2.85,60.1,9.0
2025-08-30,Ahmednagar,19.9412,76.4793,32.06,6.13,63.78,6.3
2025-09-08,Kolhapur,19.5197,73.0388,18.19,14.78,73.08,2.78
2025-12-31,Ahmednagar,18.459,75.5556,25.4,2.29,61.2,3.88
2025-01-05,Dhule,18.9719,75.0013,21.75,8.84,27.03,6.94
2025-04-29,Satara,17.9039,74.5192,24.99,10.99,54.14,3.48
2025-10-16,Sangli,18.6713,73.4465,27.92,11.87,62.03,4.3
2025-03-06,Solapur,18.78,74.4318,31.92,4.12,85.48,4.25
2025-05-26,Dhule,18.2426,74.2403,33.09,11.32,47.85,5.08
