arrival_date,state,district,market,commodity,variety,min_price_per_quintal,max_price_per_quintal,modal_price_per_quintal
2025-05-31,Maharashtra,Nashik,Kolhapur,Cotton,Long Staple,2026.68,2785.53,2395.6
2025-05-03,Maharashtra,Nashik,Jalgaon,Maize,White,4546.04,5157.59,5054.71
2025-09-03,Maharashtra,Pune,Lasalgaon,Rice,Basmati,1372.29,2252.16,1892.69
2025-09-11,Maharashtra,Solapur,Lasalgaon,Rice,Basmati,3980.05,4957.75,4096.58
2025-02-23,Maharashtra,Dhule,Nashik,Sugarcane,Local,1042.53,1827.53,1604.11
2025-07-06,Maharashtra,Ahmednagar,Lasalgaon,Tomato,Hybrid,3135.92,4068.36,3532.04
2025-10-08,Maharashtra,Sangli,Solapur,Onion,Red,909.42,1592.73,1343.44
2025-03-08,Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,2963.69,3969.19,3242.48
2025-05-21,Maharashtra,Dhule,Ahmednagar,Tomato,Hybrid,1122.79,2025.2,1475.29
2025-01-21,Maharashtra,Solapur,Nashik,Tomato,Hybrid,729.68,1517.69,1255.91
2025-01-22,Maharashtra,Dhule,Solapur,Onion,Red,774.4,2133.42,1340.43
2025-06-24,Maharashtra,Dhule,Jalgaon,Wheat,Lokwan,2765.31,3824.79,
2025-07-10,Maharashtra,Jalgaon,Nashik,Rice,Basmati,2578.72,3954.43,3093.39
2025-10-12,Maharashtra,Pune,Jalgaon,Chickpea,Kabuli,2833.41,3188.74,3088.24
2025-11-01,Maharashtra,Aurangabad,Nashik,Maize,Yellow,2166.39,3231.29,2765.6
2025-12-29,Maharashtra,Kolhapur,Ahmednagar,Wheat,Sharbati,1453.26,2819.02,1919.15
2025-10-08,Maharashtra,Aurangabad,Kolhapur,Onion,White,1069.18,2383.25,1634.3
2025-11-28,Maharashtra,Nashik,Jalgaon,Chickpea,Kabuli,871.64,2022.97,1257.94
2025-11-01,Maharashtra,Solapur,Solapur,Maize,Yellow,948.57,1782.94,1186.03
2025-09-18,Maharashtra,Solapur,Sangli,Soybean,Bold,3598.1,4625.96,3955.64
2025-06-06,Maharashtra,Solapur,Ahmednagar,Onion,White,900.49,1973.65,1229.38
2025-09-18,Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,1081.8,1555.26,1381.43
2025-02-08,Maharashtra,Sangli,Sangli,Soybean,Yellow,1074.89,1956.26,1302.2
2025-12-03,Maharashtra,Sangli,Pune,Wheat,Lokwan,352.46,1660.29,907.96
2025-01-30,Maharashtra,Ahmednagar,Jalgaon,Soybean,Yellow,2713.77,2998.28,2865.58
2025-09-15,Maharashtra,Aurangabad,Sangli,Onion,Red,1224.36,2194.54,1856.9
2025-09-28,Maharashtra,Sangli,Ahmednagar,Rice,Basmati,2098.43,2662.65,2303.44
2025-02-20,Maharashtra,Sangli,Pune,Onion,White,1672.24,3143.83,2360.16
2025-10-06,Maharashtra,Dhule,Sangli,Potato,Jyoti,2153.32,3570.68,2846.4
2025-08-22,Maharashtra,Pune,Pune,Cotton,Long Staple,2282.49,3246.66,2621.53
2025-01-26,Maharashtra,Dhule,Kolhapur,Wheat,Lokwan,3227.87,4664.34,3920.56
2025-01-11,Maharashtra,Solapur,Kolhapur,Cotton,Long Staple,1077.07,2161.25,1698.51
2025-01-24,Maharashtra,Jalgaon,Ahmednagar,Tomato,Hybrid,1639.99,2589.35,1789.45
2025-08-04,Maharashtra,Dhule,Pune,Wheat,Lokwan,1724.89,2680.66,2393.29
2025-11-23,Maharashtra,Sangli,Ahmednagar,Maize,Yellow,2286.55,3075.72,2412.06
2025-05-18,Maharashtra,Sangli,Kolhapur,Chickpea,Kabuli,511.33,1013.88,720.48
2025-08-13,Maharashtra,Jalgaon,Lasalgaon,Tomato,Local,157.26,739.91,608.02
2025-12-19,Maharashtra,Sangli,Ahmednagar,Maize,Yellow,2182.63,2658.39,2331.07
2025-04-20,Maharashtra,Jalgaon,Pune,Tomato,Local,3965.92,4657.28,4162.96
2025-11-24,Maharashtra,Satara,Jalgaon,Potato,Jyoti,3609.61,5056.46,4281.71
2025-07-25,Maharashtra,Nashik,Ahmednagar,Onion,White,462.54,1666.44,1159.35
2025-03-12,Maharashtra,Dhule,Kolhapur,Wheat,Sharbati,1404.51,2226.72,1983.4
2025-07-29,Maharashtra,Nashik,Ahmednagar,Rice,Basmati,2285.9,3589.24,2695.03
2025-07-04,Maharashtra,Pune,Jalgaon,Potato,Local,2224.52,3180.76,2864.7
2025-03-31,Maharashtra,Satara,Solapur,Wheat,Sharbati,1164.54,2219.91,1331.68
2025-09-04,Maharashtra,Sangli,Solapur,Rice,Non-Basmati,3877.25,5392.05,4542.98
2025-08-21,Maharashtra,Pune,Pune,Tomato,Hybrid,1504.76,2349.64,1815.69
2025-02-02,Maharashtra,Satara,Solapur,Soybean,Yellow,2325.78,3116.24,2942.67
2025-05-27,Maharashtra,Kolhapur,Sangli,Cotton,Long Staple,1603.86,2761.22,2104.88
2025-06-19,Maharashtra,Ahmednagar,Solapur,Rice,Basmati,1434.61,2887.35,2110.78
2025-08-02,Maharashtra,Dhule,Kolhapur,Onion,White,2789.24,3864.28,3408.04
2025-11-10,Maharashtra,Solapur,Lasalgaon,Tomato,Local,3049.24,3973.21,3681.97
2025-08-16,Maharashtra,Aurangabad,Solapur,Onion,Red,2837.84,4059.15,3316.89
2025-05-26,Maharashtra,Jalgaon,Sangli,Chickpea,Desi,840.3,1976.26,1440.19
2025-05-26,Maharashtra,Kolhapur,Kolhapur,Wheat,Sharbati,331.01,1143.4,885.29
2025-01-22,Maharashtra,Ahmednagar,Ahmednagar,Soybean,Bold,5495.4,6552.01,5692.38
2025-03-30,Maharashtra,Sangli,Sangli,Rice,Basmati,2379.21,3726.85,2868.37
2025-06-29,Maharashtra,Jalgaon,Pune,Cotton,Long Staple,1233.66,1816.2,1422.56
2025-10-27,Maharashtra,Jalgaon,Nashik,Rice,Non-Basmati,3008.99,3781.86,3630.66
2025-09-22,Maharashtra,Dhule,Sangli,Onion,White,1273.36,2017.56,1412.93
2025-02-19,Maharashtra,Dhule,Pune,Soybean,Bold,4169.88,5215.89,4862.11
2025-08-18,Maharashtra,Jalgaon,Pune,Rice,Non-Basmati,1670.36,2163.82,2010.74
2025-03-02,Maharashtra,Sangli,Solapur,Tomato,Hybrid,3328.29,4344.11,3530.66
2025-01-19,Maharashtra,Jalgaon,Kolhapur,Chickpea,Kabuli,1784.73,3344.63,2446.13
2025-11-04,Maharashtra,Satara,Solapur,Soybean,Bold,543.8,1051.38,671.06
2025-11-07,Maharashtra,Satara,Pune,Wheat,Sharbati,937.2,2015.06,1319.27
2025-01-25,Maharashtra,Aurangabad,Kolhapur,Soybean,Yellow,1016.79,1731.54,1578.93
2025-07-26,Maharashtra,Satara,Ahmednagar,Cotton,Medium Staple,1388.17,2073.98,1678.22
2025-11-21,Maharashtra,Kolhapur,Lasalgaon,Tomato,Hybrid,2307.66,2911.96,2724.96
2025-03-16,Maharashtra,Jalgaon,Ahmednagar,Rice,Basmati,100.0,444.28,300.0
2025-05-21,Maharashtra,Ahmednagar,Pune,Maize,Yellow,2061.94,3304.16,2733.13
2025-11-24,Maharashtra,Satara,Solapur,Rice,Basmati,138.38,1041.62,300.0
2025-10-08,Maharashtra,Aurangabad,Sangli,Onion,White,2735.19,3391.9,2929.52
2025-04-01,Maharashtra,Sangli,Lasalgaon,Onion,White,1134.02,2058.68,1539.34
2025-03-16,Maharashtra,Solapur,Kolhapur,Potato,Jyoti,2310.46,2978.13,2661.54
2025-03-05,Maharashtra,Dhule,Kolhapur,Chickpea,Desi,552.77,1588.36,899.25
2025-03-23,Maharashtra,Ahmednagar,Nashik,Rice,Basmati,1466.63,2133.67,1744.81
2025-09-07,Maharashtra,Pune,Ahmednagar,Wheat,Lokwan,100.0,454.0,300.0
2025-05-18,Maharashtra,Solapur,Kolhapur,Sugarcane,Local,374.57,1236.95,1004.55
2025-04-07,Maharashtra,Ahmednagar,Sangli,Sugarcane,Local,3985.16,4384.49,4181.72
2025-04-10,Maharashtra,Kolhapur,Solapur,Wheat,Lokwan,3984.23,4662.11,4213.4
2025-09-30,Maharashtra,Solapur,Sangli,Soybean,Yellow,504.48,1159.15,1006.98
2025-08-29,Maharashtra,Aurangabad,Sangli,Tomato,Hybrid,1960.01,2838.91,2093.73
2025-01-05,Maharashtra,Jalgaon,Solapur,Potato,Jyoti,2545.73,3876.4,3049.99
2025-08-03,Maharashtra,Sangli,Sangli,Potato,Local,2307.9,2895.29,2596.57
2025-03-08,Maharashtra,Ahmednagar,Pune,Soybean,Bold,1494.2,2297.32,1808.91
2025-12-23,Maharashtra,Pune,Ahmednagar,Maize,Yellow,288.16,1146.74,631.49
2025-06-04,Maharashtra,Satara,Lasalgaon,Sugarcane,Local,3242.68,4440.44,3552.43
2025-01-29,Maharashtra,Satara,Kolhapur,Potato,Local,1285.87,2043.09,1890.59
2025-11-01,Maharashtra,Nashik,Ahmednagar,Cotton,Medium Staple,100.0,1159.75,525.44
2025-01-09,Maharashtra,Kolhapur,Jalgaon,Rice,Non-Basmati,2016.96,2822.38,2445.77
2025-07-19,Maharashtra,Sangli,Solapur,Potato,Jyoti,1638.59,2589.16,
2025-11-30,Maharashtra,Kolhapur,Lasalgaon,Soybean,Bold,1747.35,2163.26,1889.64
2025-08-18,Maharashtra,Solapur,Pune,Potato,Jyoti,2123.96,2880.07,2651.87
2025-11-12,Maharashtra,Sangli,Solapur,Tomato,Hybrid,1794.12,2539.43,2244.58
2025-11-04,Maharashtra,Kolhapur,Kolhapur,Onion,White,3715.33,4002.57,3845.56
2025-11-27,Maharashtra,Satara,Pune,Onion,White,1185.07,1726.59,1404.12
2025-09-24,Maharashtra,Nashik,Nashik,Maize,Yellow,1353.86,2227.3,1575.02
2025-12-26,Maharashtra,Nashik,Kolhapur,Potato,Local,3223.3,4047.06,3425.88
2025-06-12,Maharashtra,Pune,Nashik,Rice,Basmati,4999.21,6037.99,5494.4
2025-03-16,Maharashtra,Ahmednagar,Nashik,Chickpea,Kabuli,4649.57,5406.94,5306.63
2025-10-19,Maharashtra,Nashik,Lasalgaon,Maize,White,2820.49,3578.9,3378.28
2025-07-02,Maharashtra,Aurangabad,Jalgaon,Chickpea,Kabuli,1692.91,2853.63,2079.33
2025-04-19,Maharashtra,Pune,Kolhapur,Potato,Local,1516.72,2176.54,1859.15
2025-12-05,Maharashtra,Pune,Ahmednagar,Sugarcane,Local,1703.63,2865.26,2035.5
2025-07-19,Maharashtra,Kolhapur,Ahmednagar,Soybean,Yellow,100.0,1210.17,410.53
2025-06-30,Maharashtra,Satara,Nashik,Cotton,Medium Staple,3004.0,3543.47,3319.53
2025-01-28,Maharashtra,Jalgaon,Nashik,Chickpea,Desi,3849.95,4904.14,4085.62
2025-02-22,Maharashtra,Aurangabad,Pune,Rice,Non-Basmati,1876.24,2940.22,2337.95
2025-09-05,Maharashtra,Sangli,Jalgaon,Sugarcane,Local,4677.06,5615.71,5011.48
2025-11-06,Maharashtra,Ahmednagar,Sangli,Potato,Local,5662.82,6553.44,5771.29
2025-11-17,Maharashtra,Nashik,Jalgaon,Sugarcane,Local,3448.76,3986.15,3562.1
2025-11-05,Maharashtra,Nashik,Jalgaon,Soybean,Yellow,1431.08,2383.77,1695.56
2025-02-09,Maharashtra,Pune,Sangli,Rice,Basmati,1062.71,2104.37,1470.16
2025-08-10,Maharashtra,Ahmednagar,Ahmednagar,Soybean,Yellow,3116.34,4146.1,3428.88
2025-10-24,Maharashtra,Aurangabad,Ahmednagar,Onion,White,3649.5,4392.08,3763.93
2025-06-15,Maharashtra,Aurangabad,Nashik,Maize,Yellow,1477.89,1875.83,1711.78
2025-11-27,Maharashtra,Sangli,Ahmednagar,Maize,Yellow,950.7,1442.72,1108.55
2025-01-29,Maharashtra,Kolhapur,Sangli,Chickpea,Kabuli,100.0,1299.08,447.14
2025-07-08,Maharashtra,Solapur,Jalgaon,Potato,Local,959.93,1526.37,1247.63
2025-07-21,Maharashtra,Aurangabad,Nashik,Tomato,Local,1889.3,2475.97,1998.16
2025-10-23,Maharashtra,Satara,Nashik,Wheat,Lokwan,3312.23,4194.11,3808.57
2025-05-10,Maharashtra,Satara,Lasalgaon,Cotton,Medium Staple,1573.26,1981.77,1812.73
2025-02-17,Maharashtra,Pune,Solapur,Sugarcane,Local,100.0,544.95,300.0
2025-09-14,Maharashtra,Satara,Sangli,Maize,White,1523.28,2043.06,1713.73
2025-11-11,Maharashtra,Sangli,Nashik,Soybean,Yellow,1409.81,2570.88,2100.22
2025-03-29,Maharashtra,Satara,Sangli,Sugarcane,Local,1391.76,2873.53,2073.91
2025-09-15,Maharashtra,Solapur,Lasalgaon,Wheat,Sharbati,100.0,812.49,300.0
2025-02-28,Maharashtra,Nashik,Jalgaon,Soybean,Yellow,1566.3,2712.15,2090.62
2025-02-18,Maharashtra,Jalgaon,Lasalgaon,Rice,Non-Basmati,3728.51,4524.81,4084.04
2025-08-04,Maharashtra,Ahmednagar,Nashik,Rice,Non-Basmati,1263.3,2736.66,1940.61
2025-03-17,Maharashtra,Nashik,Sangli,Wheat,Sharbati,1336.0,2320.34,1690.24
2025-02-03,Maharashtra,Solapur,Sangli,Potato,Jyoti,1329.73,1745.92,1573.41
2025-09-05,Maharashtra,Kolhapur,Sangli,Tomato,Hybrid,2514.64,3165.87,2683.87
2025-11-14,Maharashtra,Solapur,Lasalgaon,Cotton,Long Staple,447.14,1433.8,672.02
2025-10-17,Maharashtra,Solapur,Kolhapur,Cotton,Medium Staple,696.48,1826.73,1139.81
2025-01-23,Maharashtra,Jalgaon,Pune,Tomato,Hybrid,3599.46,4670.76,3846.51
2025-01-19,Maharashtra,Satara,Pune,Soybean,Yellow,2812.73,3587.41,3305.28
2025-11-12,Maharashtra,Jalgaon,Sangli,Cotton,Medium Staple,1519.78,2730.83,1849.09
2025-04-06,Maharashtra,Pune,Sangli,Maize,White,2451.47,3411.65,3083.59
2025-09-08,Maharashtra,Kolhapur,Solapur,Soybean,Bold,961.31,1536.55,1396.4
2025-08-29,Maharashtra,Kolhapur,Nashik,Chickpea,Desi,907.9,1878.0,1381.46
2025-12-12,Maharashtra,Dhule,Lasalgaon,Onion,White,923.15,1545.36,1357.08
2025-11-01,Maharashtra,Aurangabad,Solapur,Chickpea,Kabuli,100.0,1261.31,616.27
2025-02-14,Maharashtra,Jalgaon,Sangli,Sugarcane,Local,2248.29,3206.78,2386.34
2025-03-17,Maharashtra,Dhule,Ahmednagar,Tomato,Hybrid,4747.79,5725.27,4888.2
2025-04-17,Maharashtra,Pune,Pune,Sugarcane,Local,100.0,885.63,300.0
2025-03-01,Maharashtra,Ahmednagar,Pune,Cotton,Medium Staple,3962.43,5051.42,4523.21
2025-05-12,Maharashtra,Pune,Solapur,Rice,Basmati,100.0,1195.19,300.0
2025-06-06,Maharashtra,Nashik,Pune,Onion,White,2787.52,3662.44,3098.9
2025-02-24,Maharashtra,Kolhapur,Pune,Maize,Yellow,100.0,1141.97,300.0
2025-07-05,Maharashtra,Dhule,Kolhapur,Potato,Jyoti,2872.77,3946.68,
2025-06-24,Maharashtra,Sangli,Ahmednagar,Soybean,Yellow,877.33,1856.12,1524.51
2025-01-31,Maharashtra,Aurangabad,Nashik,Maize,White,3084.69,3472.78,3361.78
2025-06-04,Maharashtra,Jalgaon,Sangli,Maize,White,1045.45,1985.64,1534.3
2025-09-02,Maharashtra,Solapur,Jalgaon,Sugarcane,Local,2519.66,3881.01,3091.92
2025-01-30,Maharashtra,Nashik,Solapur,Rice,Non-Basmati,2127.11,3009.19,2240.29
2025-02-18,Maharashtra,Solapur,Ahmednagar,Soybean,Yellow,3829.43,4532.69,3949.75
2025-06-19,Maharashtra,Sangli,Lasalgaon,Potato,Local,1967.04,2492.25,2266.93
2025-03-16,Maharashtra,Dhule,Lasalgaon,Sugarcane,Local,2230.52,2934.2,2748.13
2025-07-25,Maharashtra,Sangli,Ahmednagar,Chickpea,Kabuli,2310.14,3430.36,2566.61
2025-11-20,Maharashtra,Aurangabad,Sangli,Wheat,Lokwan,3446.72,3984.72,3547.61
2025-12-22,Maharashtra,Jalgaon,Lasalgaon,Potato,Jyoti,3343.82,4235.24,3616.71
2025-12-25,Maharashtra,Satara,Ahmednagar,Maize,White,2388.99,3367.76,2543.07
2025-06-10,Maharashtra,Dhule,Pune,Soybean,Bold,184.47,1212.03,416.12
2025-05-29,Maharashtra,Ahmednagar,Nashik,Maize,White,1025.01,1878.44,1324.92
2025-03-29,Maharashtra,Ahmednagar,Solapur,Onion,White,3259.91,3927.07,3436.75
2025-06-17,Maharashtra,Jalgaon,Solapur,Cotton,Long Staple,112.73,1324.76,636.55
2025-07-08,Maharashtra,Satara,Pune,Rice,Non-Basmati,1358.03,1991.3,1611.58
2025-04-24,Maharashtra,Solapur,Jalgaon,Sugarcane,Local,1266.1,2363.07,1762.75
2025-01-13,Maharashtra,Dhule,Sangli,Soybean,Bold,1754.83,2332.78,2214.25
2025-06-15,Maharashtra,Solapur,Nashik,Wheat,Lokwan,1404.08,2802.35,2042.9
2025-06-06,Maharashtra,Solapur,Lasalgaon,Wheat,Lokwan,2385.61,3436.79,2538.37
2025-06-30,Maharashtra,Kolhapur,Jalgaon,Chickpea,Desi,981.67,2074.2,1210.43
2025-11-16,Maharashtra,Kolhapur,Solapur,Chickpea,Kabuli,830.41,1837.43,1449.52
2025-10-19,Maharashtra,Dhule,Kolhapur,Sugarcane,Local,4031.21,5149.37,4624.49
2025-04-14,Maharashtra,Aurangabad,Solapur,Tomato,Hybrid,3960.49,4464.72,4175.75
2025-04-21,Maharashtra,Kolhapur,Kolhapur,Wheat,Sharbati,2944.19,3451.22,3108.83
2025-09-18,Maharashtra,Dhule,Sangli,Potato,Jyoti,2617.32,3696.94,3231.07
2025-05-28,Maharashtra,Dhule,Kolhapur,Chickpea,Desi,2599.92,3504.46,2806.8
2025-05-19,Maharashtra,Kolhapur,Nashik,Rice,Non-Basmati,1792.2,2529.18,2414.87
2025-11-24,Maharashtra,Nashik,Kolhapur,Chickpea,Desi,757.9,1849.59,1434.57
2025-06-18,Maharashtra,Solapur,Ahmednagar,Onion,Red,3984.25,4761.93,4216.73
2025-06-07,Maharashtra,Ahmednagar,Lasalgaon,Sugarcane,Local,4114.97,4991.35,4719.21
2025-02-25,Maharashtra,Jalgaon,Solapur,Maize,Yellow,1458.46,1975.54,1812.76
2025-03-14,Maharashtra,Aurangabad,Solapur,Onion,White,3219.9,4324.83,3793.17
2025-09-05,Maharashtra,Dhule,Lasalgaon,Rice,Basmati,1605.51,2560.2,1949.95
2025-06-29,Maharashtra,Jalgaon,Kolhapur,Wheat,Sharbati,1374.76,2129.79,1516.99
2025-04-01,Maharashtra,Sangli,Jalgaon,Soybean,Bold,1409.67,2322.55,1937.28
2025-07-13,Maharashtra,Sangli,Nashik,Wheat,Sharbati,1817.31,2297.62,2007.73
2025-07-14,Maharashtra,Aurangabad,Nashik,Wheat,Sharbati,2520.26,3452.78,3176.47
2025-10-12,Maharashtra,Sangli,Nashik,Soybean,Bold,1568.56,2051.63,1919.21
2025-09-05,Maharashtra,Pune,Solapur,Onion,White,3329.72,3726.67,3478.92
2025-08-17,Maharashtra,Kolhapur,Ahmednagar,Potato,Local,1339.28,2331.25,1576.36
2025-10-10,Maharashtra,Dhule,Pune,Onion,Red,1763.7,2483.65,2381.21
2025-11-20,Maharashtra,Sangli,Jalgaon,Maize,White,800.94,1228.7,1093.59
2025-06-12,Maharashtra,Dhule,Solapur,Onion,Red,274.12,1089.53,887.92
2025-04-01,Maharashtra,Satara,Sangli,Rice,Non-Basmati,2689.43,3328.99,2892.8
2025-07-30,Maharashtra,Solapur,Jalgaon,Onion,Red,2201.31,2949.23,2582.24
2025-09-23,Maharashtra,Kolhapur,Sangli,Cotton,Medium Staple,1272.84,2142.06,1899.79
2025-05-07,Maharashtra,Dhule,Kolhapur,Tomato,Hybrid,1210.81,1528.61,1339.85
2025-10-09,Maharashtra,Jalgaon,Kolhapur,Rice,Basmati,776.36,1910.01,1058.92
2025-03-12,Maharashtra,Sangli,Ahmednagar,Sugarcane,Local,2236.1,3711.01,2882.01
2025-04-01,Maharashtra,Jalgaon,Jalgaon,Soybean,Bold,1166.83,2342.26,1624.74
2025-04-04,Maharashtra,Dhule,Solapur,Sugarcane,Local,3884.57,4715.93,4414.31
2025-03-17,Maharashtra,Nashik,Solapur,Soybean,Yellow,2066.15,3030.38,2671.42
2025-04-14,Maharashtra,Dhule,Lasalgaon,Sugarcane,Local,2679.25,3726.09,3093.41
2025-07-16,Maharashtra,Dhule,Nashik,Cotton,Medium Staple,3545.8,4486.38,4153.02
2025-07-03,Maharashtra,Kolhapur,Ahmednagar,Chickpea,Kabuli,985.5,1993.26,1468.76
2025-03-18,Maharashtra,Nashik,Kolhapur,Tomato,Local,2490.01,3622.43,3001.4
2025-10-24,Maharashtra,Satara,Lasalgaon,Potato,Local,2873.56,3580.63,3065.27
2025-11-18,Maharashtra,Pune,Ahmednagar,Maize,Yellow,1179.17,2273.21,1842.58
2025-02-03,Maharashtra,Satara,Sangli,Wheat,Sharbati,100.0,999.62,621.3
2025-05-02,Maharashtra,Pune,Sangli,Soybean,Yellow,100.0,1022.2,300.0
2025-11-02,Maharashtra,Pune,Pune,Maize,Yellow,927.56,2066.76,1375.56
2025-12-12,Maharashtra,Kolhapur,Nashik,Soybean,Bold,3477.2,4460.07,3803.08
2025-07-22,Maharashtra,Aurangabad,Nashik,Soybean,Yellow,1028.63,1924.62,1524.87
2025-10-25,Maharashtra,Nashik,Ahmednagar,Soybean,Bold,2920.72,4337.56,3616.97
2025-05-09,Maharashtra,Sangli,Sangli,Soybean,Bold,1422.23,2415.84,1549.67
2025-10-17,Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,1847.18,3169.88,2518.69
2025-08-01,Maharashtra,Jalgaon,Solapur,Wheat,Sharbati,2956.86,3526.61,3100.29
2025-05-18,Maharashtra,Sangli,Nashik,Sugarcane,Local,3325.34,4438.98,3701.79
2025-09-18,Maharashtra,Sangli,Solapur,Sugarcane,Local,1522.82,2499.53,1912.09
2025-12-12,Maharashtra,Solapur,Sangli,Chickpea,Desi,1434.63,2498.01,1695.87
2025-06-21,Maharashtra,Ahmednagar,Pune,Soybean,Yellow,100.0,970.55,300.0
2025-05-27,Maharashtra,Dhule,Sangli,Rice,Basmati,1349.49,2665.81,1949.87
2025-05-29,Maharashtra,Kolhapur,Solapur,Maize,Yellow,6174.23,7084.55,6450.6
2025-01-29,Maharashtra,Jalgaon,Sangli,Wheat,Lokwan,2061.75,2377.61,2204.0
2025-04-12,Maharashtra,Satara,Nashik,Soybean,Bold,280.52,1247.99,759.89
2025-10-23,Maharashtra,Nashik,Ahmednagar,Soybean,Bold,1733.03,2429.27,2284.08
2025-09-11,Maharashtra,Sangli,Ahmednagar,Onion,White,2681.38,3812.13,3354.09
2025-10-01,Maharashtra,Sangli,Solapur,Rice,Basmati,1551.29,2420.15,1747.01
2025-02-18,Maharashtra,Kolhapur,Solapur,Cotton,Long Staple,520.24,1598.06,1161.05
2025-07-08,Maharashtra,Aurangabad,Kolhapur,Maize,Yellow,5125.82,5616.4,5515.09
2025-03-06,Maharashtra,Nashik,Kolhapur,Potato,Local,2704.9,3341.78,2946.36
2025-06-13,Maharashtra,Nashik,Pune,Onion,White,3660.31,4492.17,4337.96
2025-08-12,Maharashtra,Satara,Jalgaon,Sugarcane,Local,1776.58,2744.11,2019.64
2025-11-22,Maharashtra,Satara,Nashik,Maize,White,4088.01,5355.08,4628.08
2025-01-07,Maharashtra,Jalgaon,Lasalgaon,Rice,Non-Basmati,3017.98,4334.02,3588.91
2025-03-02,Maharashtra,Ahmednagar,Jalgaon,Onion,Red,2755.1,3237.67,3113.41
2025-07-11,Maharashtra,Sangli,Pune,Tomato,Hybrid,511.52,1151.32,1025.51
2025-12-26,Maharashtra,Sangli,Nashik,Wheat,Sharbati,1173.66,2439.9,1617.14
2025-03-29,Maharashtra,Nashik,Ahmednagar,Chickpea,Kabuli,2824.85,3239.01,3040.07
2025-06-07,Maharashtra,Satara,Lasalgaon,Wheat,Lokwan,1527.33,2719.33,2083.26
2025-09-30,Maharashtra,Solapur,Kolhapur,Onion,White,2290.24,3683.41,2947.05
2025-11-28,Maharashtra,Satara,Jalgaon,Sugarcane,Local,1534.68,2386.15,1927.86
2025-10-09,Maharashtra,Dhule,Ahmednagar,Chickpea,Desi,2309.21,3542.97,3005.8
2025-05-25,Maharashtra,Dhule,Solapur,Maize,Yellow,1356.92,1995.6,1713.7
2025-06-12,Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,2652.47,3879.19,3040.31
2025-06-23,Maharashtra,Jalgaon,Jalgaon,Sugarcane,Local,785.45,1631.23,1289.79
2025-04-18,Maharashtra,Solapur,Pune,Wheat,Lokwan,1877.18,2362.89,2088.64
2025-10-28,Maharashtra,Nashik,Solapur,Chickpea,Desi,1600.83,2762.32,2241.99
2025-11-27,Maharashtra,Jalgaon,Solapur,Tomato,Local,837.05,1670.23,1417.81
2025-05-24,Maharashtra,Sangli,Kolhapur,Tomato,Local,1106.46,2379.27,1729.92
2025-02-27,Maharashtra,Dhule,Kolhapur,Cotton,Long Staple,2370.33,3348.16,2836.07
2025-10-25,Maharashtra,Kolhapur,Jalgaon,Cotton,Medium Staple,2719.16,3567.66,3349.41
2025-12-16,Maharashtra,Sangli,Solapur,Maize,White,2292.88,2954.66,2800.86
2025-07-07,Maharashtra,Dhule,Nashik,Maize,White,2701.18,3317.67,3108.11
2025-01-20,Maharashtra,Nashik,Lasalgaon,Sugarcane,Local,1943.89,2812.27,2602.97
2025-07-31,Maharashtra,Solapur,Nashik,Maize,White,1302.29,2016.41,1666.12
2025-01-24,Maharashtra,Sangli,Solapur,Wheat,Lokwan,100.0,1194.39,427.77
2025-04-01,Maharashtra,Solapur,Jalgaon,Tomato,Local,1662.82,2010.38,1864.54
2025-08-04,Maharashtra,Satara,Pune,Sugarcane,Local,1685.46,2556.53,2354.05
2025-02-21,Maharashtra,Jalgaon,Kolhapur,Chickpea,Kabuli,1514.01,2088.96,1746.65
2025-05-18,Maharashtra,Nashik,Ahmednagar,Soybean,Yellow,4142.58,4906.1,4363.43
2025-06-02,Maharashtra,Aurangabad,Kolhapur,Maize,White,2670.96,3541.98,2831.68
2025-08-08,Maharashtra,Pune,Jalgaon,Onion,White,2018.16,3227.13,2390.18
2025-12-28,Maharashtra,Nashik,Solapur,Potato,Local,2892.32,3586.16,3156.48
2025-06-22,Maharashtra,Kolhapur,Lasalgaon,Wheat,Sharbati,4382.48,5111.62,4926.95
2025-01-01,Maharashtra,Pune,Nashik,Maize,Yellow,1877.63,2432.96,2162.15
2025-01-25,Maharashtra,Jalgaon,Lasalgaon,Soybean,Bold,810.45,1672.71,1342.91
2025-07-23,Maharashtra,Dhule,Nashik,Wheat,Lokwan,2668.64,3615.09,2886.22
2025-12-25,Maharashtra,Aurangabad,Ahmednagar,Tomato,Hybrid,882.87,1770.17,1120.85
2025-07-20,Maharashtra,Nashik,Jalgaon,Tomato,Hybrid,772.27,1623.17,1355.97
2025-07-10,Maharashtra,Ahmednagar,Lasalgaon,Sugarcane,Local,3886.15,4979.8,4208.81
2025-12-27,Maharashtra,Satara,Lasalgaon,Tomato,Hybrid,3887.91,4842.29,4054.97
2025-10-31,Maharashtra,Ahmednagar,Nashik,Maize,White,2603.45,4086.24,3280.29
2025-08-20,Maharashtra,Jalgaon,Jalgaon,Chickpea,Desi,2761.41,3287.85,2967.85
2025-08-08,Maharashtra,Aurangabad,Nashik,Rice,Basmati,844.67,1241.77,1034.79
