sample_date,state,district,soil_type,ph,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,moisture_pct
2025-07-29,Maharashtra,Solapur,Loamy,6.58,1.09,193.01,33.14,214.12,38.5
2024-06-06,Maharashtra,Kolhapur,Loamy,6.96,0.51,231.82,42.71,221.58,42.38
2025-11-04,Maharashtra,Ahmednagar,Red,6.27,0.37,126.82,23.35,338.76,23.56
2024-01-18,Maharashtra,Kolhapur,Alluvial,7.83,1.04,367.42,31.39,261.69,53.92
2025-12-28,Maharashtra,Nashik,Black,5.77,0.2,237.34,25.43,210.97,50.06
2025-07-14,Maharashtra,Kolhapur,Red,7.11,0.4,363.31,29.56,248.4,21.54
2025-07-21,Maharashtra,Nashik,Loamy,7.25,0.59,161.48,10.35,156.1,54.39
2024-12-12,Maharashtra,Nashik,Red,6.27,0.26,346.61,17.12,362.54,34.3
2024-02-27,Maharashtra,Pune,Loamy,6.08,0.93,220.41,25.95,181.41,28.66
2024-06-03,Maharashtra,Pune,Alluvial,7.51,0.86,157.25,34.12,146.01,50.95
2025-07-20,Maharashtra,Solapur,Alluvial,6.11,0.51,390.17,13.82,341.79,37.39
2025-05-01,Maharashtra,Nashik,Alluvial,6.38,0.97,348.58,5.0,317.42,60.79
2025-06-14,Maharashtra,Solapur,Loamy,7.42,1.01,276.94,17.02,87.63,27.77
2025-05-01,Maharashtra,Pune,Red,6.82,0.62,262.72,32.1,345.5,17.22
2024-05-30,Maharashtra,Solapur,Loamy,5.54,0.54,295.16,6.16,185.84,34.63
2024-12-24,Maharashtra,Solapur,Alluvial,8.02,1.21,275.57,10.23,222.59,47.47
2025-01-02,Maharashtra,Jalgaon,Alluvial,6.43,0.83,196.62,23.56,278.7,26.87
2025-09-11,Maharashtra,Jalgaon,Alluvial,6.52,0.71,227.04,20.84,318.66,22.04
2024-02-16,Maharashtra,Nashik,Loamy,6.98,0.99,416.86,27.94,304.55,40.75
2024-07-25,Maharashtra,Sangli,Black,7.24,0.73,473.77,9.71,255.02,20.44
2025-03-25,Maharashtra,Kolhapur,Alluvial,8.17,0.52,,18.75,217.54,41.68
2025-04-27,Maharashtra,Solapur,Red,5.64,0.67,298.26,33.95,301.22,33.91
2025-10-01,Maharashtra,Sangli,Alluvial,7.38,0.91,232.98,10.07,248.16,43.93
2025-11-27,Maharashtra,Pune,Loamy,7.32,0.15,196.15,36.77,440.54,21.39
2025-07-23,Maharashtra,Ahmednagar,Red,6.7,0.58,201.42,11.33,318.64,53.58
2024-05-22,Maharashtra,Kolhapur,Loamy,7.35,1.0,215.74,30.49,167.66,35.8
2025-02-03,Maharashtra,Aurangabad,Black,7.45,0.52,432.09,18.27,212.24,47.16
2024-04-06,Maharashtra,Kolhapur,Black,5.83,1.04,404.5,10.55,264.82,49.52
2024-02-16,Maharashtra,Solapur,Loamy,8.02,1.0,319.7,17.03,389.94,24.11
2024-07-09,Maharashtra,Nashik,Alluvial,5.71,0.63,183.15,27.45,401.11,48.59
2024-05-19,Maharashtra,Nashik,Red,6.01,0.51,331.44,21.93,220.39,20.9
2025-09-06,Maharashtra,Solapur,Alluvial,6.62,0.58,240.91,33.18,166.64,21.56
2024-08-18,Maharashtra,Solapur,Loamy,8.15,1.32,87.76,36.36,153.85,61.57
2024-12-05,Maharashtra,Satara,Loamy,6.58,1.12,282.97,10.17,285.24,51.34
2025-05-05,Maharashtra,Kolhapur,Alluvial,6.78,0.68,192.65,9.44,490.38,62.88
2024-02-18,Maharashtra,Jalgaon,Red,7.8,0.5,195.36,8.95,313.91,33.56
2025-09-15,Maharashtra,Jalgaon,Red,6.59,0.68,239.97,13.01,100.61,39.23
2025-03-28,Maharashtra,Aurangabad,Red,5.98,0.71,220.13,33.04,187.4,44.33
2024-11-11,Maharashtra,Sangli,Red,6.51,0.34,257.26,27.6,197.61,37.85
2024-11-17,Maharashtra,Aurangabad,Red,7.76,0.67,253.41,16.55,177.8,29.05
2024-03-27,Maharashtra,Ahmednagar,Black,6.85,0.98,109.94,21.89,221.21,27.25
2025-04-18,Maharashtra,Ahmednagar,Black,8.15,0.2,381.62,36.04,296.94,40.57
2024-10-08,Maharashtra,Satara,Loamy,7.32,0.86,181.33,41.08,328.2,25.2
2024-03-14,Maharashtra,Nashik,Black,6.35,0.99,183.81,24.59,369.18,24.86
2025-03-28,Maharashtra,Kolhapur,Red,6.84,0.51,233.72,5.0,312.42,42.72
2024-02-16,Maharashtra,Ahmednagar,Red,6.2,1.07,251.33,24.97,64.58,36.86
2025-08-10,Maharashtra,Sangli,Red,6.33,0.48,376.72,31.35,154.27,49.25
2024-04-05,Maharashtra,Kolhapur,Loamy,8.5,0.76,281.55,24.25,244.19,32.9
2024-01-31,Maharashtra,Kolhapur,Loamy,7.51,0.57,305.32,29.27,274.73,31.02
2025-06-17,Maharashtra,Jalgaon,Alluvial,7.4,0.57,281.96,25.57,346.14,43.08
2024-01-17,Maharashtra,Nashik,Black,6.36,0.5,278.52,9.65,264.32,28.26
2024-07-30,Maharashtra,Ahmednagar,Black,7.9,0.82,284.78,13.14,265.07,30.1
2025-10-21,Maharashtra,Jalgaon,Alluvial,7.57,0.86,105.38,18.79,283.78,30.58
2024-08-22,Maharashtra,Dhule,Alluvial,8.12,0.63,240.01,32.65,234.5,35.48
2025-01-26,Maharashtra,Pune,Black,8.08,0.31,352.98,14.34,268.69,59.27
2024-12-19,Maharashtra,Dhule,Red,5.76,0.75,500.0,26.56,372.58,21.48
2024-10-31,Maharashtra,Dhule,Black,6.02,0.76,163.66,25.04,251.61,53.55
2025-08-21,Maharashtra,Pune,Red,6.1,0.6,293.85,37.86,256.98,46.85
2025-07-03,Maharashtra,Dhule,Loamy,6.14,1.12,214.32,21.58,256.64,56.8
2025-07-18,Maharashtra,Ahmednagar,Black,7.03,0.26,423.81,5.0,389.78,75.64
2025-06-23,Maharashtra,Kolhapur,Black,6.4,0.1,151.7,28.47,149.19,55.18
2025-08-11,Maharashtra,Jalgaon,Loamy,8.25,0.47,310.0,43.38,437.58,49.11
2025-05-23,Maharashtra,Solapur,Loamy,8.13,0.83,147.42,29.12,142.36,22.25
2025-12-12,Maharashtra,Satara,Loamy,6.8,0.39,234.51,14.12,194.58,23.77
2025-01-29,Maharashtra,Jalgaon,Loamy,8.17,0.4,257.25,11.18,334.47,42.32
2025-03-06,Maharashtra,Sangli,Loamy,7.84,0.89,345.58,12.47,363.03,17.62
2025-11-15,Maharashtra,Nashik,Alluvial,6.48,0.77,173.83,42.03,119.65,45.39
2025-07-15,Maharashtra,Ahmednagar,Alluvial,5.39,0.74,313.07,18.73,150.73,12.38
2024-06-25,Maharashtra,Jalgaon,Loamy,6.65,0.85,261.5,15.37,287.78,51.83
2025-02-09,Maharashtra,Ahmednagar,Loamy,6.35,0.54,281.82,20.42,494.44,34.14
2024-10-27,Maharashtra,Aurangabad,Loamy,6.94,0.56,336.67,18.83,384.63,39.52
2025-03-20,Maharashtra,Pune,Loamy,6.86,0.85,157.4,37.68,235.19,29.02
2024-05-06,Maharashtra,Solapur,Red,6.84,0.31,324.85,11.86,50.0,15.22
2024-12-14,Maharashtra,Sangli,Red,7.17,0.11,214.49,33.81,268.16,52.82
2024-01-21,Maharashtra,Kolhapur,Loamy,5.95,0.54,347.67,23.22,296.23,54.03
2025-12-11,Maharashtra,Kolhapur,Loamy,7.09,0.88,286.76,34.07,221.73,33.78
2025-12-01,Maharashtra,Jalgaon,Black,6.49,0.71,243.24,37.83,174.93,45.94
2025-02-23,Maharashtra,Dhule,Loamy,6.94,0.86,212.8,22.85,275.92,33.31
2024-05-31,Maharashtra,Pune,Loamy,7.47,0.15,325.86,18.85,165.77,41.46
2024-06-08,Maharashtra,Dhule,Alluvial,5.94,0.73,360.88,22.66,447.24,47.11
2025-04-24,Maharashtra,Dhule,Red,6.6,0.81,217.37,21.05,411.67,44.66
2025-03-18,Maharashtra,Sangli,Loamy,6.72,0.31,169.36,5.43,325.79,54.09
2024-04-05,Maharashtra,Ahmednagar,Red,6.44,0.87,315.54,37.52,268.97,44.23
2024-12-17,Maharashtra,Jalgaon,Red,7.43,0.62,144.12,24.46,193.98,38.34
2024-03-15,Maharashtra,Kolhapur,Black,6.3,1.42,155.56,10.37,257.92,28.86
2025-08-16,Maharashtra,Nashik,Red,6.41,0.11,174.98,5.0,423.93,32.26
2025-10-01,Maharashtra,Dhule,Red,6.3,0.99,226.76,5.0,346.87,47.72
2024-12-24,Maharashtra,Aurangabad,Loamy,7.56,0.55,153.09,29.7,280.37,19.98
2024-05-12,Maharashtra,Sangli,Alluvial,6.46,0.25,104.9,15.81,352.4,51.27
2025-02-03,Maharashtra,Satara,Loamy,7.12,0.52,169.16,17.45,314.56,34.63
2024-05-18,Maharashtra,Jalgaon,Loamy,8.18,0.72,311.4,26.88,299.63,28.18
2024-09-02,Maharashtra,Aurangabad,Alluvial,6.75,0.91,158.28,16.84,358.06,24.82
2024-10-17,Maharashtra,Dhule,Alluvial,7.58,1.08,232.78,27.47,311.7,46.09
2024-04-21,Maharashtra,Ahmednagar,Black,7.97,1.01,415.74,22.95,345.86,37.82
2025-12-15,Maharashtra,Sangli,Alluvial,7.52,0.41,256.07,21.16,276.14,57.07
2024-06-18,Maharashtra,Solapur,Loamy,6.79,0.93,287.4,6.27,234.59,22.84
2025-08-21,Maharashtra,Nashik,Alluvial,7.25,0.75,184.32,13.8,205.18,31.06
2025-09-22,Maharashtra,Sangli,Alluvial,5.9,0.49,433.08,28.03,193.27,36.89
2025-09-01,Maharashtra,Aurangabad,Alluvial,6.25,0.6,216.7,15.18,99.48,28.98
2024-08-27,Maharashtra,Kolhapur,Red,6.38,0.47,241.75,34.05,168.81,38.07
2024-12-02,Maharashtra,Nashik,Black,8.37,0.66,365.36,45.46,165.91,41.83
2024-05-17,Maharashtra,Solapur,Red,6.23,0.47,245.46,28.56,209.27,43.81
2025-08-16,Maharashtra,Satara,Red,6.22,0.39,263.83,36.93,416.22,56.07
2024-08-23,Maharashtra,Jalgaon,Black,6.07,0.77,237.46,29.21,244.24,22.36
2025-10-09,Maharashtra,Dhule,Red,7.19,0.81,238.01,16.66,284.18,42.05
2024-01-03,Maharashtra,Pune,Alluvial,6.9,0.6,289.64,24.0,287.33,30.24
2025-07-24,Maharashtra,Ahmednagar,Black,7.56,0.99,304.24,42.13,418.76,43.16
2024-04-25,Maharashtra,Aurangabad,Red,,0.58,208.54,16.76,202.44,43.18
2025-04-16,Maharashtra,Sangli,Loamy,5.83,0.57,198.71,11.61,237.75,26.16
2024-05-10,Maharashtra,Kolhapur,Red,6.23,0.82,211.27,10.66,249.38,27.19
2025-04-27,Maharashtra,Ahmednagar,Loamy,7.76,0.62,147.9,19.82,373.65,44.14
2025-02-04,Maharashtra,Kolhapur,Alluvial,6.66,0.67,132.77,11.97,394.41,38.28
2024-07-19,Maharashtra,Sangli,Loamy,7.63,0.1,283.77,38.74,307.46,35.36
2024-10-18,Maharashtra,Aurangabad,Red,6.7,0.65,335.09,24.16,383.29,45.9
2024-12-07,Maharashtra,Satara,Red,6.12,0.19,329.68,31.72,277.77,46.78
2025-09-01,Maharashtra,Satara,Red,6.59,0.34,80.0,19.01,242.74,31.64
2024-08-03,Maharashtra,Solapur,Black,6.12,0.32,240.39,10.6,377.87,27.78
2025-09-27,Maharashtra,Dhule,Black,6.4,0.39,171.83,8.91,308.76,22.86
2025-08-07,Maharashtra,Jalgaon,Red,6.94,0.51,271.5,12.92,186.45,38.4
2024-12-31,Maharashtra,Pune,Red,7.16,0.53,226.57,25.48,359.74,20.92
2025-10-03,Maharashtra,Jalgaon,Alluvial,5.69,0.82,307.35,27.2,239.15,39.19
2025-04-13,Maharashtra,Solapur,Black,6.79,0.71,258.47,28.03,226.92,52.6
2025-02-21,Maharashtra,Satara,Black,6.39,0.17,108.32,7.11,349.3,33.76
2024-01-27,Maharashtra,Kolhapur,Black,6.35,0.67,182.63,22.0,251.12,31.57
2025-11-07,Maharashtra,Solapur,Loamy,6.89,0.73,260.46,11.74,298.9,61.97
2025-03-30,Maharashtra,Dhule,Red,6.41,0.57,,26.01,326.19,56.12
2025-08-02,Maharashtra,Aurangabad,Alluvial,7.77,0.63,147.55,26.79,181.71,28.82
2024-01-14,Maharashtra,Dhule,Alluvial,7.63,0.7,137.08,10.28,298.49,39.67
2024-04-07,Maharashtra,Nashik,Red,7.63,0.84,264.5,31.68,394.95,41.94
2024-10-05,Maharashtra,Dhule,Red,6.45,0.26,147.71,45.39,164.35,40.44
2025-05-04,Maharashtra,Aurangabad,Alluvial,6.13,0.59,126.51,30.35,304.99,59.78
2025-09-15,Maharashtra,Ahmednagar,Loamy,6.86,1.03,224.39,20.37,177.05,39.05
2024-07-25,Maharashtra,Sangli,Alluvial,6.69,1.0,220.92,18.83,362.14,40.85
2024-08-20,Maharashtra,Aurangabad,Loamy,6.37,0.86,189.73,19.91,361.19,46.26
2025-07-26,Maharashtra,Dhule,Loamy,5.98,0.78,203.7,14.39,224.57,52.28
2025-08-19,Maharashtra,Satara,Black,6.77,1.06,261.11,24.52,480.96,49.24
2025-11-25,Maharashtra,Solapur,Red,6.52,1.13,202.39,10.62,370.66,44.46
2024-08-26,Maharashtra,Solapur,Black,7.28,0.62,265.66,5.0,330.69,19.3
2024-09-06,Maharashtra,Solapur,Loamy,7.27,0.41,229.56,24.2,325.06,32.14
2025-08-05,Maharashtra,Satara,Alluvial,7.57,0.58,273.41,22.21,358.39,47.83
2025-08-19,Maharashtra,Kolhapur,Black,5.92,1.42,330.26,16.29,160.44,41.0
2024-11-01,Maharashtra,Sangli,Alluvial,7.08,0.26,327.14,9.17,279.46,47.91
2025-04-07,Maharashtra,Aurangabad,Loamy,6.29,0.53,363.06,24.9,298.32,60.65
2024-08-23,Maharashtra,Dhule,Alluvial,5.95,0.3,327.05,12.1,219.99,23.88
2024-10-17,Maharashtra,Kolhapur,Black,6.5,0.68,279.08,20.61,306.48,51.65
2024-02-08,Maharashtra,Dhule,Loamy,7.55,0.35,225.33,39.65,383.17,34.04
2025-12-18,Maharashtra,Solapur,Red,6.54,0.62,228.98,28.51,217.82,49.22
2024-07-01,Maharashtra,Dhule,Black,7.9,0.16,189.78,8.31,254.56,37.51
2025-11-29,Maharashtra,Satara,Black,7.18,0.8,260.36,9.25,177.94,63.52
2025-10-06,Maharashtra,Ahmednagar,Red,6.52,0.96,315.79,23.52,81.3,39.56
2024-01-30,Maharashtra,Dhule,Loamy,7.61,0.55,201.95,8.25,337.89,30.31
2025-01-22,Maharashtra,Kolhapur,Red,7.11,0.62,257.02,5.0,257.43,43.04
2024-05-22,Maharashtra,Aurangabad,Black,6.15,0.61,205.81,27.32,264.76,41.89
2025-09-06,Maharashtra,Sangli,Loamy,8.1,0.7,276.75,25.21,161.32,51.66
2025-02-22,Maharashtra,Solapur,Alluvial,6.98,0.64,216.05,26.51,241.45,43.38
2024-03-14,Maharashtra,Nashik,Black,6.81,0.84,200.84,24.63,369.66,67.7
2024-02-24,Maharashtra,Aurangabad,Alluvial,,0.96,205.6,21.35,260.08,36.66
2025-07-25,Maharashtra,Ahmednagar,Red,7.63,0.45,300.27,15.38,262.92,36.8
2024-01-24,Maharashtra,Pune,Loamy,7.16,0.57,252.26,27.16,280.75,30.75
2024-01-22,Maharashtra,Dhule,Red,7.24,0.88,225.73,37.3,136.36,39.03
2025-03-03,Maharashtra,Dhule,Alluvial,6.44,0.29,280.91,16.99,322.49,40.77
2024-02-01,Maharashtra,Sangli,Black,7.38,0.16,226.84,11.79,134.48,41.37
2024-12-04,Maharashtra,Sangli,Loamy,7.44,0.71,350.12,10.65,166.04,38.81
2025-05-29,Maharashtra,Solapur,Red,6.33,0.77,182.09,13.33,155.08,30.68
2025-05-26,Maharashtra,Nashik,Alluvial,5.81,0.47,245.04,24.03,242.48,27.42
2024-03-10,Maharashtra,Nashik,Alluvial,7.21,0.51,147.62,5.0,224.75,33.5
2025-11-02,Maharashtra,Satara,Black,5.7,0.46,232.25,26.39,259.88,51.7
2024-03-28,Maharashtra,Solapur,Alluvial,6.91,0.43,125.63,28.44,169.47,54.28
2025-07-24,Maharashtra,Solapur,Loamy,6.49,0.82,319.71,5.0,360.55,37.08
2024-08-06,Maharashtra,Ahmednagar,Alluvial,7.65,0.35,321.32,12.21,343.4,26.7
2025-12-13,Maharashtra,Jalgaon,Black,6.53,0.58,322.73,22.8,242.62,37.03
2025-08-11,Maharashtra,Ahmednagar,Red,7.58,0.42,262.31,20.57,212.16,63.1
2024-09-26,Maharashtra,Dhule,Loamy,6.44,0.29,189.61,27.2,202.06,49.99
2025-10-12,Maharashtra,Pune,Red,7.5,0.87,195.97,20.59,228.99,44.61
2024-03-18,Maharashtra,Solapur,Red,8.24,0.52,382.41,34.65,119.98,49.55
2025-08-14,Maharashtra,Nashik,Alluvial,6.05,0.7,374.85,18.79,164.04,56.49
2024-01-10,Maharashtra,Sangli,Alluvial,7.0,0.27,269.8,12.17,346.01,24.17
2025-04-12,Maharashtra,Pune,Black,8.5,0.46,218.75,11.37,290.18,33.3
2024-12-01,Maharashtra,Nashik,Alluvial,6.85,0.84,369.49,29.35,423.43,31.66
2025-09-27,Maharashtra,Nashik,Alluvial,6.84,1.3,204.44,22.3,230.08,45.05
2024-07-04,Maharashtra,Pune,Red,7.35,0.16,278.31,28.34,223.85,39.92
2025-06-29,Maharashtra,Sangli,Loamy,6.83,0.6,368.16,28.13,219.21,47.08
2024-04-30,Maharashtra,Jalgaon,Alluvial,5.6,0.75,193.09,5.0,228.08,31.92
2025-08-14,Maharashtra,Satara,Loamy,7.59,0.5,326.34,10.6,194.0,54.46
2025-12-18,Maharashtra,Solapur,Alluvial,5.4,0.86,301.64,11.79,287.1,37.17
2025-07-18,Maharashtra,Ahmednagar,Alluvial,6.51,0.43,256.84,13.84,262.91,46.33
2025-10-29,Maharashtra,Dhule,Black,7.65,0.69,180.53,17.8,209.01,52.34
2024-09-30,Maharashtra,Ahmednagar,Alluvial,6.55,0.52,202.04,31.99,385.11,51.38
2025-02-13,Maharashtra,Nashik,Black,6.31,0.95,283.16,33.98,449.66,42.33
2024-12-23,Maharashtra,Solapur,Red,7.42,0.48,146.13,19.07,376.66,47.83
2025-10-08,Maharashtra,Sangli,Loamy,6.2,0.56,270.46,19.49,315.81,58.9
2024-04-07,Maharashtra,Sangli,Alluvial,5.94,0.89,303.28,14.95,336.18,44.16
2024-08-28,Maharashtra,Sangli,Black,6.99,0.39,338.82,22.89,445.64,29.24
2025-07-10,Maharashtra,Dhule,Red,6.67,0.67,148.13,24.03,336.03,45.0
2025-12-11,Maharashtra,Dhule,Alluvial,5.93,0.19,365.3,30.06,201.48,37.55
2024-04-23,Maharashtra,Solapur,Black,7.25,0.38,395.63,29.98,299.23,10.0
2025-05-01,Maharashtra,Jalgaon,Black,7.13,0.75,292.81,5.0,322.62,43.54
2024-08-28,Maharashtra,Nashik,Red,6.55,0.4,176.96,20.47,160.53,39.4
2024-06-04,Maharashtra,Sangli,Alluvial,6.6,0.51,233.75,35.84,231.51,51.88
2024-12-17,Maharashtra,Sangli,Alluvial,7.13,0.77,256.19,17.62,370.04,29.0
2024-02-13,Maharashtra,Sangli,Loamy,7.63,0.51,281.64,33.39,77.65,19.93
2025-08-14,Maharashtra,Dhule,Alluvial,6.6,0.86,261.76,18.94,134.96,40.02
2024-11-07,Maharashtra,Jalgaon,Black,7.26,0.7,282.49,23.75,242.36,42.56
2024-05-17,Maharashtra,Ahmednagar,Loamy,7.2,0.76,252.74,10.63,295.37,39.13
2025-10-24,Maharashtra,Jalgaon,Loamy,7.42,0.96,281.21,11.01,124.24,38.25
2025-03-11,Maharashtra,Dhule,Alluvial,6.83,0.73,223.16,29.25,247.32,25.18
2024-05-22,Maharashtra,Ahmednagar,Loamy,6.16,1.03,232.95,30.82,375.38,36.33
2024-10-25,Maharashtra,Pune,Black,6.48,0.88,213.92,22.26,266.87,33.82
2025-07-15,Maharashtra,Solapur,Black,7.04,0.52,413.38,9.72,353.91,50.87
2024-09-18,Maharashtra,Pune,Red,8.07,0.97,377.11,22.44,200.79,42.55
2025-05-26,Maharashtra,Solapur,Black,6.46,0.72,304.42,34.57,179.01,34.66
2025-11-03,Maharashtra,Sangli,Red,7.36,0.55,366.02,39.43,344.89,58.69
2024-03-02,Maharashtra,Pune,Loamy,6.57,0.72,323.88,18.83,296.93,34.77
2025-07-20,Maharashtra,Dhule,Red,6.88,0.93,274.5,5.4,141.44,44.69
2025-02-26,Maharashtra,Nashik,Alluvial,7.86,0.76,139.55,30.4,179.92,36.0
2025-01-30,Maharashtra,Ahmednagar,Red,7.34,1.11,239.03,19.24,416.46,57.57
2024-01-31,Maharashtra,Kolhapur,Alluvial,5.93,0.92,233.2,31.43,167.54,39.04
2024-11-25,Maharashtra,Aurangabad,Loamy,6.4,0.78,169.35,24.81,353.43,39.4
2024-06-17,Maharashtra,Nashik,Red,7.68,0.39,141.11,13.17,212.18,36.32
2024-09-22,Maharashtra,Pune,Black,6.9,0.61,299.42,22.58,259.68,40.36
2024-11-03,Maharashtra,Ahmednagar,Alluvial,6.0,0.67,285.96,35.08,289.46,52.39
2025-04-03,Maharashtra,Pune,Loamy,6.23,0.82,166.61,20.51,50.0,48.15
2024-07-03,Maharashtra,Pune,Black,7.29,0.81,200.33,11.65,113.73,38.34
2024-11-29,Maharashtra,Satara,Alluvial,7.5,0.69,352.9,6.11,268.63,58.42
2025-05-29,Maharashtra,Kolhapur,Loamy,6.81,0.68,189.78,14.28,187.57,48.48
2025-03-16,Maharashtra,Satara,Loamy,8.5,0.83,273.66,17.9,359.66,32.74
2025-11-03,Maharashtra,Satara,Black,7.38,0.44,244.82,30.2,99.39,21.44
2025-01-25,Maharashtra,Jalgaon,Loamy,6.63,1.07,300.51,10.79,316.53,33.02
2025-07-13,Maharashtra,Dhule,Red,6.23,0.14,191.51,37.54,122.38,42.96
2024-09-10,Maharashtra,Dhule,Loamy,6.12,1.01,267.21,8.63,224.79,45.17
2025-08-08,Maharashtra,Satara,Alluvial,7.03,0.64,273.5,45.31,153.56,54.31
2024-11-30,Maharashtra,Sangli,Alluvial,6.46,0.9,278.41,39.26,450.24,24.87
2025-02-03,Maharashtra,Jalgaon,Alluvial,7.97,0.74,266.33,23.41,126.05,32.73
2024-06-14,Maharashtra,Pune,Red,7.83,0.74,287.57,5.52,247.79,23.87
2024-09-16,Maharashtra,Kolhapur,Black,7.24,0.79,435.34,21.45,87.32,21.93
2024-01-04,Maharashtra,Satara,Red,5.97,0.85,464.9,18.13,419.96,30.47
2024-04-28,Maharashtra,Kolhapur,Red,6.33,0.57,208.86,9.26,300.13,42.4
2025-04-14,Maharashtra,Solapur,Red,7.68,0.91,80.0,24.91,273.7,47.26
2025-04-14,Maharashtra,Jalgaon,Loamy,6.41,0.38,307.64,13.76,407.43,26.62
2025-05-07,Maharashtra,Kolhapur,Black,7.59,0.65,274.9,14.85,274.74,28.29
2025-05-14,Maharashtra,Pune,Loamy,7.13,0.86,344.88,19.96,281.96,16.64
2024-03-10,Maharashtra,Solapur,Red,6.84,0.9,282.79,16.25,273.17,40.57
2025-11-24,Maharashtra,Sangli,Alluvial,6.31,0.77,264.69,42.78,316.36,29.21
2025-01-04,Maharashtra,Pune,Red,6.73,0.55,350.31,16.64,210.76,57.96
2024-06-29,Maharashtra,Aurangabad,Black,6.93,0.87,361.5,26.41,238.57,42.92
2024-01-05,Maharashtra,Dhule,Alluvial,7.52,0.48,149.08,23.46,341.03,35.94
2024-07-15,Maharashtra,Nashik,Black,6.18,1.09,194.67,25.53,287.74,30.31
2024-02-16,Maharashtra,Ahmednagar,Red,6.62,0.63,251.55,26.29,248.58,20.06
2025-07-05,Maharashtra,Nashik,Black,6.83,0.27,267.88,30.81,119.95,21.59
2025-09-25,Maharashtra,Sangli,Loamy,7.26,0.35,241.92,24.66,409.81,30.53
2025-10-08,Maharashtra,Dhule,Alluvial,6.16,0.66,294.74,24.25,193.85,29.61
2024-05-19,Maharashtra,Kolhapur,Black,5.88,0.68,339.69,22.58,358.72,26.01
2025-10-26,Maharashtra,Jalgaon,Alluvial,7.27,1.14,397.82,20.62,277.58,42.53
2025-06-23,Maharashtra,Pune,Alluvial,5.74,0.39,306.31,12.88,130.65,44.17
2025-03-02,Maharashtra,Dhule,Red,7.7,0.66,191.81,21.39,385.23,32.5
2025-08-11,Maharashtra,Dhule,Red,6.69,0.39,248.21,24.41,285.45,61.22
2025-11-17,Maharashtra,Satara,Alluvial,5.72,0.53,253.97,26.02,393.53,17.04
2025-07-14,Maharashtra,Ahmednagar,Black,6.46,1.07,301.17,23.8,241.76,38.7
2024-11-05,Maharashtra,Pune,Alluvial,7.07,0.37,291.05,19.67,330.41,35.38
2024-09-30,Maharashtra,Dhule,Red,6.43,0.8,424.03,21.43,83.75,31.39
2025-06-22,Maharashtra,Satara,Black,6.81,0.75,223.08,16.46,209.98,29.63
2025-01-24,Maharashtra,Solapur,Alluvial,7.32,0.64,290.78,25.13,132.7,37.92
2025-04-03,Maharashtra,Sangli,Red,6.66,0.78,448.38,19.79,222.52,35.29
2025-09-25,Maharashtra,Sangli,Alluvial,6.14,0.36,213.18,23.81,307.18,33.3
2024-12-26,Maharashtra,Jalgaon,Alluvial,6.59,1.06,271.61,32.01,199.54,22.42
2024-03-09,Maharashtra,Jalgaon,Alluvial,7.79,1.13,184.41,14.91,346.38,18.58
2025-08-05,Maharashtra,Dhule,Black,7.98,0.66,266.57,27.97,174.34,34.54
2025-10-23,Maharashtra,Dhule,Red,5.39,1.26,197.58,22.33,348.52,33.17
2025-11-29,Maharashtra,Pune,Red,7.56,0.55,343.74,42.21,390.98,35.64
2025-03-06,Maharashtra,Ahmednagar,Loamy,6.98,0.75,271.79,19.84,361.35,36.7
2025-12-08,Maharashtra,Dhule,Alluvial,7.45,1.01,185.17,28.95,225.58,31.73
2024-02-01,Maharashtra,Sangli,Alluvial,6.41,0.54,327.25,22.15,50.0,35.45
2025-09-12,Maharashtra,Kolhapur,Loamy,5.56,0.3,274.37,8.12,318.22,27.76
2025-05-27,Maharashtra,Dhule,Alluvial,7.21,0.25,336.23,16.79,247.48,56.29
2024-06-30,Maharashtra,Satara,Black,6.14,1.17,168.19,30.8,162.16,28.4
2025-11-16,Maharashtra,Sangli,Loamy,5.83,0.52,289.51,17.67,204.37,33.55
2025-11-11,Maharashtra,Dhule,Red,5.88,0.6,321.87,5.0,403.44,29.31
2024-09-04,Maharashtra,Nashik,Alluvial,7.22,0.37,226.13,21.69,146.27,29.11
2025-09-11,Maharashtra,Nashik,Red,6.9,0.89,159.28,11.08,306.83,38.3
2024-10-23,Maharashtra,Nashik,Alluvial,7.35,0.45,256.67,23.32,281.8,36.77
2024-01-30,Maharashtra,Ahmednagar,Loamy,7.27,0.53,358.25,37.51,224.26,32.49
2024-10-28,Maharashtra,Aurangabad,Red,6.51,0.72,350.07,29.69,324.45,34.6
2025-04-20,Maharashtra,Satara,Alluvial,6.75,0.38,225.73,37.37,423.22,29.36
2024-12-17,Maharashtra,Satara,Black,6.44,0.61,157.35,16.38,230.4,42.82
2025-04-26,Maharashtra,Sangli,Loamy,6.65,1.0,225.51,20.57,235.68,62.66
2024-11-12,Maharashtra,Kolhapur,Alluvial,6.12,0.76,222.52,11.56,322.21,27.5
2025-01-31,Maharashtra,Sangli,Alluvial,7.07,0.68,295.72,15.16,351.82,42.73
2024-03-29,Maharashtra,Pune,Alluvial,7.55,0.7,251.6,12.73,247.23,38.54
2024-08-21,Maharashtra,Solapur,Loamy,6.23,0.55,199.74,8.93,229.46,46.02
2024-06-16,Maharashtra,Nashik,Alluvial,7.7,1.15,348.34,35.66,50.0,46.36
