state,district,year,crop,area_harvested_ha,production_tonnes,yield_kg_per_ha
Maharashtra,Satara,2019,Onion,45757.11,308972.91,1931.59
Maharashtra,Dhule,2020,Cotton,42110.35,914228.0,2867.08
Maharashtra,Pune,2020,Tomato,20825.61,607297.54,1053.24
Maharashtra,Ahmednagar,2025,Soybean,44059.22,92415.61,5469.09
Maharashtra,Kolhapur,2018,Potato,32463.21,572213.16,881.13
Maharashtra,Pune,2020,Maize,44478.79,341788.5,600.33
Maharashtra,Sangli,2019,Rice,29777.07,1257957.51,3230.38
Maharashtra,Jalgaon,2019,Tomato,10885.85,157946.69,3817.21
Maharashtra,Kolhapur,2021,Soybean,28853.45,541254.86,1727.68
Maharashtra,Ahmednagar,2022,Soybean,9035.21,1043390.23,3638.02
Maharashtra,Pune,2024,Cotton,7127.31,1346139.18,5425.59
Maharashtra,Aurangabad,2025,Chickpea,32737.66,503307.41,3943.63
Maharashtra,Jalgaon,2022,Cotton,47379.08,909854.57,3006.57
Maharashtra,Jalgaon,2022,Rice,29465.95,560787.56,1294.36
Maharashtra,Jalgaon,2024,Soybean,39809.8,304720.26,1429.18
Maharashtra,Aurangabad,2025,Onion,8501.38,488913.84,3163.95
Maharashtra,Ahmednagar,2021,Cotton,32745.1,954035.29,3047.17
Maharashtra,Nashik,2021,Onion,36675.58,1074650.84,3373.14
Maharashtra,Jalgaon,2021,Maize,2176.56,556223.11,3293.4
Maharashtra,Kolhapur,2018,Sugarcane,4948.5,229221.81,2377.03
Maharashtra,Pune,2021,Rice,39100.89,209766.49,4327.25
Maharashtra,Satara,2025,Chickpea,22053.51,1219014.84,1667.16
Maharashtra,Jalgaon,2020,Soybean,20338.49,980083.64,5187.81
Maharashtra,Dhule,2023,Sugarcane,46026.44,1092182.19,1569.18
Maharashtra,Satara,2018,Chickpea,49599.09,732637.2,2787.38
Maharashtra,Satara,2024,Maize,38242.79,686251.01,1659.09
Maharashtra,Dhule,2020,Onion,39650.43,317119.62,3901.49
Maharashtra,Jalgaon,2024,Rice,10495.22,252925.38,3127.01
Maharashtra,Dhule,2022,Onion,9692.05,231293.06,2558.73
Maharashtra,Nashik,2019,Chickpea,49036.07,1487687.08,3113.23
Maharashtra,Pune,2022,Cotton,34785.08,1231427.16,2816.82
Maharashtra,Satara,2021,Chickpea,34366.82,939381.35,5203.41
Maharashtra,Dhule,2019,Cotton,14380.78,321998.67,1183.47
Maharashtra,Solapur,2022,Maize,44335.32,506819.38,4862.5
Maharashtra,Solapur,2018,Sugarcane,2317.58,526503.18,4104.31
Maharashtra,Pune,2021,Potato,13802.06,716771.27,2415.76
Maharashtra,Aurangabad,2022,Wheat,9089.05,633284.19,5555.06
Maharashtra,Nashik,2019,Chickpea,35583.69,1401262.7,1473.2
Maharashtra,Aurangabad,2020,Sugarcane,35795.96,1081354.09,2206.59
Maharashtra,Jalgaon,2022,Rice,26783.1,122567.16,2561.63
Maharashtra,Kolhapur,2018,Soybean,362.45,540255.22,4062.88
Maharashtra,Jalgaon,2019,Rice,43700.39,199877.46,5705.26
Maharashtra,Pune,2022,Potato,47783.8,419392.16,3763.96
Maharashtra,Aurangabad,2020,Maize,10195.39,1438360.06,5209.68
Maharashtra,Sangli,2021,Potato,42127.41,1058042.69,5477.35
Maharashtra,Pune,2025,Sugarcane,48666.99,12274.37,3065.55
Maharashtra,Aurangabad,2021,Maize,16416.01,493627.51,3098.39
Maharashtra,Kolhapur,2024,Sugarcane,9334.34,658333.25,1874.99
Maharashtra,Jalgaon,2021,Potato,48879.25,903950.89,3808.73
Maharashtra,Ahmednagar,2023,Wheat,3081.19,749840.66,1160.15
Maharashtra,Nashik,2019,Onion,13870.44,105124.24,3988.81
Maharashtra,Solapur,2024,Potato,37127.26,773563.43,5410.93
Maharashtra,Solapur,2024,Rice,30905.94,195823.78,4684.32
Maharashtra,Satara,2024,Wheat,34257.08,779040.05,4070.54
Maharashtra,Sangli,2023,Wheat,35433.77,369479.88,5111.22
Maharashtra,Sangli,2024,Cotton,34338.6,216716.35,4513.98
Maharashtra,Jalgaon,2020,Wheat,17177.84,432240.45,3413.14
Maharashtra,Nashik,2025,Rice,15643.86,149883.31,3365.85
Maharashtra,Dhule,2020,Wheat,21480.48,426333.59,1088.52
Maharashtra,Dhule,2022,Sugarcane,40403.41,1300465.59,2889.28
Maharashtra,Dhule,2021,Cotton,46919.72,461102.46,3373.47
Maharashtra,Ahmednagar,2019,Chickpea,22816.78,705597.94,3084.54
Maharashtra,Aurangabad,2023,Soybean,4379.73,779952.63,4768.08
Maharashtra,Dhule,2023,Potato,46921.1,267846.99,1385.29
Maharashtra,Pune,2021,Soybean,4113.37,662955.8,4871.94
Maharashtra,Dhule,2023,Chickpea,8039.57,1279545.19,4579.15
Maharashtra,Dhule,2021,Potato,43397.13,121250.35,5454.52
Maharashtra,Ahmednagar,2025,Sugarcane,27618.78,1384268.02,2554.0
Maharashtra,Solapur,2022,Sugarcane,17699.04,1306734.8,1470.99
Maharashtra,Jalgaon,2022,Onion,46552.39,1283816.36,4672.46
Maharashtra,Jalgaon,2022,Sugarcane,48029.27,298214.89,3736.37
Maharashtra,Aurangabad,2018,Potato,16605.06,726728.24,4418.71
Maharashtra,Jalgaon,2018,Maize,43434.36,924425.13,5982.07
Maharashtra,Aurangabad,2023,Rice,33958.59,150374.91,1569.97
Maharashtra,Satara,2019,Onion,13797.12,835489.85,2760.78
Maharashtra,Nashik,2019,Sugarcane,47077.49,1260144.8,1559.83
Maharashtra,Dhule,2022,Potato,3247.15,1404862.63,5233.43
Maharashtra,Jalgaon,2020,Tomato,15965.32,-100.0,593.4
Maharashtra,Dhule,2019,Tomato,19873.45,433464.61,1243.73
Maharashtra,Nashik,2023,Chickpea,34563.6,406460.56,1863.29
Maharashtra,Satara,2024,Chickpea,2017.81,230598.38,4742.28
Maharashtra,Jalgaon,2018,Tomato,44499.87,646355.27,3956.5
Maharashtra,Jalgaon,2025,Tomato,32989.24,1176811.04,2637.37
Maharashtra,Kolhapur,2024,Potato,13823.64,1068276.92,1372.85
Maharashtra,Kolhapur,2024,Tomato,32951.27,1350528.87,2268.85
Maharashtra,Solapur,2023,Soybean,26892.5,533934.35,4588.81
Maharashtra,Kolhapur,2023,Sugarcane,16880.16,858542.77,2600.73
Maharashtra,Aurangabad,2018,Soybean,1526.96,1149919.97,3044.27
Maharashtra,Sangli,2025,Wheat,27599.92,1347310.87,3847.44
Maharashtra,Aurangabad,2021,Cotton,4200.86,-100.0,5520.88
Maharashtra,Sangli,2024,Wheat,40527.8,698543.63,
Maharashtra,Nashik,2022,Wheat,4517.43,1360333.32,2963.98
Maharashtra,Pune,2025,Onion,21494.09,666361.61,2206.77
Maharashtra,Jalgaon,2024,Maize,21784.13,1354296.91,3064.03
Maharashtra,Pune,2023,Wheat,27854.46,1165567.72,4330.54
Maharashtra,Aurangabad,2025,Maize,2071.44,332861.06,3151.35
Maharashtra,Pune,2020,Potato,10271.24,1394536.68,5089.95
Maharashtra,Jalgaon,2025,Potato,10055.11,364075.65,3542.92
Maharashtra,Ahmednagar,2022,Wheat,29988.63,1362675.73,2621.71
Maharashtra,Pune,2024,Tomato,13255.41,922856.05,4802.77
Maharashtra,Kolhapur,2018,Soybean,7295.33,1001230.47,2872.28
Maharashtra,Jalgaon,2020,Sugarcane,1015.82,164445.56,3335.54
Maharashtra,Satara,2019,Tomato,42043.19,99078.67,5970.69
Maharashtra,Kolhapur,2021,Onion,48580.26,1452527.37,4825.37
Maharashtra,Ahmednagar,2023,Onion,35192.77,505723.12,5203.28
Maharashtra,Ahmednagar,2018,Soybean,20694.35,1266634.49,3760.68
Maharashtra,Dhule,2021,Maize,6188.35,1056860.94,2415.19
Maharashtra,Kolhapur,2023,Onion,23807.73,906405.5,5951.98
Maharashtra,Sangli,2024,Cotton,22920.35,1027972.32,1842.11
Maharashtra,Satara,2024,Rice,21051.83,134536.06,5300.49
Maharashtra,Jalgaon,2023,Tomato,18977.35,618886.67,5512.16
Maharashtra,Ahmednagar,2025,Potato,24888.0,910811.05,4996.55
Maharashtra,Ahmednagar,2022,Tomato,3751.72,1301410.65,1127.46
Maharashtra,Satara,2020,Rice,2010.9,1072173.68,5197.62
Maharashtra,Dhule,2022,Soybean,3291.62,379584.5,4150.78
Maharashtra,Sangli,2025,Wheat,10079.92,1477396.97,4244.53
Maharashtra,Nashik,2021,Chickpea,13975.71,964733.37,4825.92
Maharashtra,Ahmednagar,2024,Sugarcane,8555.94,752224.27,3197.96
Maharashtra,Dhule,2018,Potato,12670.64,1172177.53,1969.36
Maharashtra,Solapur,2021,Potato,9373.29,904249.26,3662.13
Maharashtra,Jalgaon,2018,Rice,7622.09,1065127.82,1097.72
Maharashtra,Satara,2024,Rice,14719.83,925891.29,4211.43
Maharashtra,Aurangabad,2024,Potato,19935.88,268667.62,3156.18
Maharashtra,Solapur,2021,Soybean,37238.91,815262.41,3262.82
Maharashtra,Solapur,2025,Maize,47781.94,425010.18,1522.02
Maharashtra,Aurangabad,2022,Tomato,45956.37,855647.52,727.06
Maharashtra,Sangli,2025,Tomato,23849.1,188692.56,3861.98
Maharashtra,Kolhapur,2024,Sugarcane,23121.12,348332.66,4123.57
Maharashtra,Kolhapur,2021,Rice,6372.32,1213179.53,3240.61
Maharashtra,Aurangabad,2019,Sugarcane,48589.83,608203.18,4711.52
Maharashtra,Kolhapur,2024,Wheat,38028.88,1010840.44,3600.44
Maharashtra,Sangli,2022,Rice,42393.66,747023.81,5165.08
Maharashtra,Jalgaon,2021,Onion,11784.77,511375.51,2084.65
Maharashtra,Pune,2021,Soybean,20114.19,743015.29,1837.1
Maharashtra,Dhule,2020,Potato,5221.99,1220643.37,1936.3
Maharashtra,Aurangabad,2024,Wheat,47046.57,422760.2,667.85
Maharashtra,Dhule,2022,Potato,14362.88,632454.7,5453.43
Maharashtra,Ahmednagar,2020,Soybean,29840.89,304273.64,5995.53
Maharashtra,Sangli,2022,Soybean,7695.78,527107.85,4990.87
Maharashtra,Dhule,2025,Cotton,40159.55,1327722.01,2769.28
Maharashtra,Aurangabad,2018,Onion,9398.6,1178690.91,2446.63
Maharashtra,Jalgaon,2022,Maize,40488.28,560736.13,4760.75
Maharashtra,Kolhapur,2022,Maize,20147.95,199025.68,3304.7
Maharashtra,Solapur,2021,Wheat,28930.08,630245.05,5667.02
Maharashtra,Solapur,2019,Maize,13558.47,1157697.75,2037.69
Maharashtra,Ahmednagar,2023,Onion,44150.55,66179.59,2281.0
Maharashtra,Dhule,2022,Onion,38017.44,1118138.35,5993.54
Maharashtra,Satara,2020,Sugarcane,17778.27,1020024.94,5879.96
Maharashtra,Aurangabad,2019,Sugarcane,29309.67,97441.09,5368.55
Maharashtra,Satara,2025,Cotton,6536.52,953642.61,2725.46
Maharashtra,Aurangabad,2022,Soybean,8107.57,448334.44,5106.87
Maharashtra,Aurangabad,2019,Onion,26730.51,266339.34,2058.66
Maharashtra,Jalgaon,2025,Onion,32065.88,577630.49,1901.15
Maharashtra,Ahmednagar,2018,Tomato,27915.84,308478.95,3505.41
Maharashtra,Solapur,2019,Soybean,28014.46,1236921.54,5231.45
Maharashtra,Ahmednagar,2018,Wheat,37140.28,1113129.76,1036.1
Maharashtra,Ahmednagar,2019,Tomato,45130.13,1471139.05,3609.18
Maharashtra,Nashik,2019,Potato,19441.12,801345.23,3853.56
Maharashtra,Aurangabad,2020,Sugarcane,26892.97,134264.13,3688.89
Maharashtra,Satara,2023,Tomato,44661.9,551969.05,1701.74
Maharashtra,Jalgaon,2020,Maize,23267.5,1258036.25,852.71
Maharashtra,Sangli,2021,Potato,22312.93,595596.38,5422.46
Maharashtra,Aurangabad,2019,Potato,38349.07,683784.85,3659.82
Maharashtra,Pune,2018,Maize,43877.33,618250.31,4723.47
Maharashtra,Aurangabad,2024,Soybean,36909.85,-100.0,2504.4
Maharashtra,Solapur,2019,Maize,5096.21,110256.22,733.76
Maharashtra,Satara,2024,Potato,23292.07,271250.21,1927.61
Maharashtra,Kolhapur,2022,Cotton,10677.28,546232.65,903.51
Maharashtra,Kolhapur,2018,Sugarcane,15935.66,368533.81,930.33
Maharashtra,Solapur,2022,Rice,23490.84,859316.43,1679.53
Maharashtra,Aurangabad,2021,Potato,11154.28,921051.54,3984.68
Maharashtra,Aurangabad,2025,Onion,25845.09,855314.08,4997.74
Maharashtra,Sangli,2022,Rice,32199.47,127836.09,5017.46
Maharashtra,Solapur,2025,Potato,43757.43,1000457.05,5657.66
Maharashtra,Aurangabad,2025,Rice,10651.88,577176.94,4110.1
Maharashtra,Satara,2021,Maize,15597.2,1317299.09,609.24
Maharashtra,Kolhapur,2021,Soybean,20349.44,788658.75,2575.71
Maharashtra,Pune,2021,Sugarcane,11304.88,127229.75,1113.03
Maharashtra,Aurangabad,2025,Onion,16668.8,14322.53,4776.06
Maharashtra,Ahmednagar,2022,Potato,44179.19,1053917.18,1158.29
Maharashtra,Dhule,2021,Soybean,7018.87,601065.85,1082.57
Maharashtra,Kolhapur,2021,Soybean,22243.0,432349.81,655.15
Maharashtra,Nashik,2020,Cotton,15617.25,671044.97,5755.27
Maharashtra,Solapur,2024,Potato,3950.52,109053.14,4821.41
Maharashtra,Sangli,2025,Cotton,4896.65,588280.51,2333.21
Maharashtra,Ahmednagar,2023,Chickpea,39265.51,472392.29,2570.42
Maharashtra,Solapur,2019,Sugarcane,42631.42,1200383.61,826.86
Maharashtra,Aurangabad,2021,Rice,37096.24,262693.58,1368.54
Maharashtra,Aurangabad,2018,Rice,27007.53,1134597.2,2212.98
Maharashtra,Aurangabad,2018,Rice,38655.71,750853.6,2633.27
Maharashtra,Kolhapur,2020,Sugarcane,7685.59,123290.98,3909.87
Maharashtra,Dhule,2022,Wheat,39032.06,1454532.98,2426.83
Maharashtra,Jalgaon,2022,Onion,21231.41,1101447.37,5750.3
Maharashtra,Pune,2022,Wheat,37540.75,390511.35,2385.37
Maharashtra,Solapur,2025,Cotton,11464.69,872839.06,5678.77
Maharashtra,Nashik,2021,Wheat,41643.92,1349953.33,4514.23
Maharashtra,Ahmednagar,2023,Tomato,28449.02,1396245.05,5449.44
Maharashtra,Dhule,2024,Sugarcane,466.14,1096871.48,4367.36
Maharashtra,Kolhapur,2023,Chickpea,26011.43,1091641.4,3627.21
Maharashtra,Dhule,2022,Rice,15582.95,416403.19,3299.96
Maharashtra,Satara,2022,Sugarcane,2969.34,1484648.05,2102.36
Maharashtra,Sangli,2019,Cotton,22420.75,365600.07,2139.96
Maharashtra,Aurangabad,2023,Maize,15642.36,134564.94,1727.63
Maharashtra,Jalgaon,2021,Chickpea,10299.07,1466081.57,
Maharashtra,Sangli,2021,Sugarcane,17521.19,229691.77,1198.35
Maharashtra,Jalgaon,2024,Wheat,9062.4,782659.41,2631.83
Maharashtra,Solapur,2025,Chickpea,15060.62,702630.98,5085.59
Maharashtra,Sangli,2018,Wheat,5855.19,1272384.93,5286.61
Maharashtra,Nashik,2018,Tomato,4307.2,595290.51,4035.57
Maharashtra,Satara,2019,Rice,45509.97,753521.1,1912.45
Maharashtra,Ahmednagar,2020,Potato,45148.01,66084.68,1821.92
Maharashtra,Aurangabad,2021,Sugarcane,41417.46,312152.05,2028.61
Maharashtra,Pune,2024,Chickpea,11593.24,1249576.99,3250.22
Maharashtra,Satara,2018,Soybean,36321.94,717802.62,5870.44
Maharashtra,Nashik,2022,Rice,29526.64,346782.11,1100.51
Maharashtra,Jalgaon,2021,Soybean,2656.55,-100.0,3252.82
Maharashtra,Sangli,2021,Wheat,44989.33,428000.89,4252.34
Maharashtra,Kolhapur,2021,Chickpea,49899.31,834553.1,1851.13
Maharashtra,Aurangabad,2023,Chickpea,35465.2,77643.3,5830.12
Maharashtra,Jalgaon,2018,Rice,11652.24,337842.29,2419.62
Maharashtra,Jalgaon,2019,Sugarcane,27765.04,532770.01,5627.96
Maharashtra,Kolhapur,2018,Chickpea,5558.09,1392357.05,
Maharashtra,Solapur,2025,Potato,15009.08,935105.68,522.44
Maharashtra,Solapur,2022,Chickpea,35891.08,756628.36,2211.12
Maharashtra,Kolhapur,2022,Maize,15123.6,286639.77,618.52
Maharashtra,Dhule,2020,Onion,7445.57,837000.6,2598.12
Maharashtra,Kolhapur,2018,Cotton,472.81,1393549.82,5628.94
Maharashtra,Aurangabad,2018,Wheat,28668.47,849680.8,4784.59
Maharashtra,Solapur,2020,Tomato,48436.66,247578.7,3910.73
Maharashtra,Solapur,2025,Potato,24258.24,1495679.94,3462.04
Maharashtra,Dhule,2020,Potato,10709.34,748536.95,2549.2
Maharashtra,Jalgaon,2021,Rice,23217.67,479673.12,1663.47
Maharashtra,Kolhapur,2021,Potato,30143.98,755312.51,843.89
Maharashtra,Ahmednagar,2025,Maize,40088.28,395904.35,1545.81
Maharashtra,Aurangabad,2022,Chickpea,22688.66,46044.57,2433.36
Maharashtra,Nashik,2024,Cotton,8730.31,1334337.17,3359.95
Maharashtra,Sangli,2024,Potato,9481.7,643597.21,1624.22
Maharashtra,Satara,2024,Wheat,44996.33,1129462.6,5858.81
Maharashtra,Jalgaon,2024,Soybean,11888.47,1456897.44,922.68
Maharashtra,Sangli,2019,Potato,36428.08,949065.07,1021.35
Maharashtra,Nashik,2022,Potato,13520.54,1037578.7,4254.31
Maharashtra,Solapur,2023,Sugarcane,36056.05,1414889.8,4652.84
Maharashtra,Pune,2018,Maize,4010.35,775073.39,5848.48
Maharashtra,Solapur,2024,Wheat,10448.91,480189.87,3417.44
Maharashtra,Kolhapur,2019,Cotton,20494.19,1382115.69,1412.64
Maharashtra,Jalgaon,2021,Soybean,25814.3,103956.67,5658.61
Maharashtra,Ahmednagar,2020,Soybean,17712.26,322304.63,5891.29
Maharashtra,Ahmednagar,2020,Maize,28718.46,-100.0,5579.33
Maharashtra,Solapur,2025,Cotton,16335.95,1173276.38,5294.11
Maharashtra,Kolhapur,2024,Potato,33954.1,1355900.22,926.66
Maharashtra,Satara,2022,Maize,25609.23,677953.93,5201.8
Maharashtra,Sangli,2024,Chickpea,35284.95,429548.47,5742.75
Maharashtra,Solapur,2018,Rice,21605.85,530139.48,3537.73
Maharashtra,Dhule,2018,Wheat,43837.36,984992.7,4749.23
Maharashtra,Solapur,2020,Potato,19168.43,237431.67,4134.93
Maharashtra,Ahmednagar,2025,Potato,15475.87,821372.46,2084.32
Maharashtra,Kolhapur,2022,Wheat,27898.54,882870.73,3731.36
Maharashtra,Pune,2023,Wheat,25507.71,1061929.7,
Maharashtra,Solapur,2022,Tomato,25953.09,906044.91,3230.12
Maharashtra,Dhule,2021,Cotton,39826.89,145884.95,3745.8
Maharashtra,Solapur,2024,Tomato,29470.98,1033353.93,3423.05
Maharashtra,Aurangabad,2021,Maize,44274.75,33110.27,2053.23
Maharashtra,Kolhapur,2021,Maize,30992.94,585768.05,4040.15
Maharashtra,Pune,2024,Rice,1182.89,625885.88,3302.09
Maharashtra,Sangli,2023,Rice,43532.64,175387.41,1779.0
Maharashtra,Solapur,2019,Soybean,42005.25,15280.78,5424.58
Maharashtra,Jalgaon,2022,Potato,2537.61,107207.18,5725.25
Maharashtra,Kolhapur,2022,Wheat,6351.69,669726.79,804.55
Maharashtra,Jalgaon,2023,Maize,27862.16,360911.19,3922.92
Maharashtra,Aurangabad,2024,Maize,2238.34,103936.11,2782.75
Maharashtra,Kolhapur,2021,Chickpea,20617.28,384979.91,3392.75
Maharashtra,Pune,2020,Maize,48770.5,793469.12,2556.06
Maharashtra,Pune,2025,Chickpea,8721.53,1113337.19,3108.97
Maharashtra,Pune,2021,Onion,10384.18,618296.02,2278.89
Maharashtra,Sangli,2019,Onion,33849.78,919916.87,1146.82
Maharashtra,Nashik,2023,Chickpea,2294.51,895348.63,2161.18
Maharashtra,Kolhapur,2024,Tomato,41052.24,1344523.6,4186.83
Maharashtra,Pune,2025,Potato,10031.65,269501.71,777.1
Maharashtra,Solapur,2020,Cotton,26624.55,714907.45,2605.03
Maharashtra,Jalgaon,2022,Chickpea,12513.28,947928.68,732.65
Maharashtra,Dhule,2019,Wheat,32978.21,779823.63,2459.46
Maharashtra,Aurangabad,2019,Rice,29402.08,675787.21,981.86
Maharashtra,Pune,2025,Potato,47327.34,1460201.74,2368.02
Maharashtra,Solapur,2023,Potato,22335.48,1413049.74,5109.48
Maharashtra,Solapur,2020,Potato,43756.46,917377.44,3873.75
Maharashtra,Pune,2021,Tomato,28833.51,659643.78,4252.62
Maharashtra,Pune,2021,Rice,45731.69,1133195.49,3270.9
Maharashtra,Sangli,2018,Rice,14661.92,769645.65,5573.1
Maharashtra,Solapur,2020,Chickpea,27533.08,1493356.65,3476.37
Maharashtra,Dhule,2021,Soybean,19562.48,1029062.97,1073.62
Maharashtra,Solapur,2019,Soybean,3388.28,102706.01,5632.07
Maharashtra,Dhule,2023,Sugarcane,28755.86,603165.03,1231.85
Maharashtra,Sangli,2021,Chickpea,39732.0,1095531.91,5995.44
Maharashtra,Nashik,2023,Chickpea,27854.56,1263632.68,2894.61
Maharashtra,Jalgaon,2025,Tomato,14039.17,1220147.57,904.17
Maharashtra,Dhule,2025,Potato,13265.07,1465867.97,5252.56
Maharashtra,Nashik,2021,Onion,11968.14,733936.18,1010.86
Maharashtra,Ahmednagar,2023,Tomato,48983.62,210530.53,1459.38
Maharashtra,Ahmednagar,2019,Onion,20021.06,978538.65,2795.41
Maharashtra,Sangli,2020,Wheat,15911.8,106587.99,4219.02
Maharashtra,Kolhapur,2018,Soybean,20981.56,1460298.19,1166.27
Maharashtra,Nashik,2023,Maize,5878.32,1137920.34,3924.44
Maharashtra,Nashik,2021,Onion,9881.37,1473231.45,4792.13
Maharashtra,Aurangabad,2023,Tomato,25494.22,566190.86,1179.23
Maharashtra,Satara,2023,Wheat,39962.47,24187.14,4061.64
Maharashtra,Sangli,2021,Sugarcane,43833.69,782173.9,5773.82
Maharashtra,Ahmednagar,2024,Sugarcane,43312.64,182214.32,5820.67
Maharashtra,Ahmednagar,2021,Chickpea,47243.07,1019601.73,1389.14
Maharashtra,Solapur,2020,Onion,6376.0,746578.36,4678.37
Maharashtra,Aurangabad,2019,Soybean,2144.42,1130293.74,5156.48
Maharashtra,Pune,2025,Potato,5375.99,436957.65,5389.3
Maharashtra,Jalgaon,2019,Soybean,30077.04,1243833.76,2280.25
Maharashtra,Solapur,2025,Chickpea,27850.34,976405.41,1985.65
Maharashtra,Aurangabad,2019,Maize,33593.38,1481570.73,763.24
Maharashtra,Ahmednagar,2019,Onion,18617.42,268246.27,
Maharashtra,Aurangabad,2019,Maize,19640.28,77233.54,1181.76
Maharashtra,Kolhapur,2025,Potato,27324.2,1276649.38,4824.42
Maharashtra,Jalgaon,2024,Chickpea,4044.9,508007.7,1286.32
Maharashtra,Pune,2019,Soybean,40013.62,647153.92,5003.98
Maharashtra,Satara,2021,Soybean,46150.49,1388539.56,1091.87
Maharashtra,Sangli,2021,Wheat,19428.53,661324.87,3143.39
Maharashtra,Nashik,2019,Chickpea,37004.66,447379.6,2615.49
Maharashtra,Kolhapur,2019,Sugarcane,27486.85,89713.49,3808.49
Maharashtra,Nashik,2020,Sugarcane,11876.83,664681.54,3353.25
Maharashtra,Aurangabad,2023,Soybean,3483.11,982599.81,3792.45
Maharashtra,Jalgaon,2020,Soybean,12370.36,404128.0,505.3
Maharashtra,Solapur,2022,Onion,30284.82,1076810.21,1201.27
Maharashtra,Dhule,2021,Onion,2107.47,717656.79,3344.16
Maharashtra,Nashik,2024,Rice,41825.92,1287231.88,1763.16
Maharashtra,Sangli,2019,Tomato,48518.28,243025.34,919.74
Maharashtra,Ahmednagar,2024,Chickpea,4266.75,1135740.96,1697.36
Maharashtra,Solapur,2023,Onion,12410.23,1398862.59,4789.23
Maharashtra,Solapur,2024,Soybean,33814.12,1112226.21,3479.32
Maharashtra,Dhule,2021,Potato,40323.41,609203.02,1545.42
Maharashtra,Aurangabad,2024,Soybean,17365.11,346068.42,587.88
Maharashtra,Aurangabad,2022,Chickpea,25810.4,148001.94,2466.78
Maharashtra,Ahmednagar,2025,Sugarcane,44598.79,963733.36,2466.08
Maharashtra,Nashik,2020,Maize,19281.48,214710.05,4543.19
Maharashtra,Sangli,2022,Soybean,4168.76,1257536.87,5556.9
Maharashtra,Pune,2018,Wheat,49745.22,1441125.65,2546.08
Maharashtra,Satara,2024,Chickpea,9095.98,204115.87,
Maharashtra,Solapur,2025,Cotton,2534.21,564391.4,3991.98
Maharashtra,Jalgaon,2020,Soybean,20591.61,1405939.52,2821.44
Maharashtra,Kolhapur,2025,Wheat,6161.03,706321.52,862.4
Maharashtra,Pune,2021,Onion,48938.8,803356.38,3104.05
Maharashtra,Kolhapur,2020,Rice,19101.61,1121400.24,2447.76
Maharashtra,Aurangabad,2022,Rice,41307.98,316194.85,3526.07
Maharashtra,Dhule,2025,Wheat,8912.61,1468734.03,1189.68
Maharashtra,Ahmednagar,2019,Sugarcane,7026.86,1171434.85,4483.32
Maharashtra,Ahmednagar,2023,Chickpea,32499.73,242479.37,4832.63
Maharashtra,Pune,2022,Onion,45474.58,167048.83,2636.54
Maharashtra,Nashik,2022,Wheat,5815.37,1402463.86,1464.02
Maharashtra,Ahmednagar,2024,Potato,29503.77,1027699.19,3929.68
Maharashtra,Aurangabad,2025,Rice,4338.48,58331.68,5756.97
Maharashtra,Kolhapur,2024,Onion,40626.93,213409.84,4352.77
Maharashtra,Jalgaon,2019,Sugarcane,45474.37,72219.95,
Maharashtra,Jalgaon,2023,Onion,31476.84,1461135.52,2684.71
Maharashtra,Satara,2025,Tomato,34448.32,747027.42,5534.53
Maharashtra,Satara,2021,Wheat,2866.28,693491.58,3989.32
Maharashtra,Sangli,2023,Maize,3741.56,1433690.26,1309.34
Maharashtra,Pune,2024,Potato,9065.56,757201.68,4485.26
Maharashtra,Kolhapur,2021,Chickpea,13764.04,776873.39,2444.35
Maharashtra,Nashik,2020,Tomato,38016.82,1476153.7,3192.44
Maharashtra,Satara,2025,Chickpea,21827.92,167592.61,2782.76
Maharashtra,Solapur,2022,Soybean,4004.66,1478639.32,4491.33
Maharashtra,Ahmednagar,2020,Wheat,42646.99,248934.01,1698.48
Maharashtra,Nashik,2019,Wheat,49691.95,709630.74,2636.03
Maharashtra,Satara,2018,Chickpea,22805.81,506751.71,4595.0
Maharashtra,Kolhapur,2024,Maize,25637.02,1433154.16,4376.31
Maharashtra,Nashik,2021,Soybean,4017.62,728512.21,1609.59
Maharashtra,Nashik,2019,Potato,19212.57,35010.27,2428.65
Maharashtra,Kolhapur,2021,Onion,18653.04,332925.86,579.0
Maharashtra,Satara,2020,Tomato,48293.0,646502.66,3415.95
Maharashtra,Kolhapur,2018,Cotton,33055.53,1014747.42,2045.18
Maharashtra,Dhule,2024,Sugarcane,39130.94,843073.55,565.26
Maharashtra,Dhule,2023,Cotton,6503.77,1274938.99,2835.88
Maharashtra,Jalgaon,2022,Tomato,20904.65,1242736.17,5597.78
Maharashtra,Jalgaon,2023,Cotton,9658.48,885968.7,5578.71
Maharashtra,Kolhapur,2021,Chickpea,43023.43,857186.75,2546.57
Maharashtra,Jalgaon,2022,Onion,7703.38,417607.99,2970.48
Maharashtra,Satara,2024,Chickpea,21999.67,1436879.84,1834.75
Maharashtra,Jalgaon,2025,Onion,2777.15,115738.58,875.69
Maharashtra,Pune,2025,Soybean,31751.29,595846.87,4316.6
Maharashtra,Pune,2020,Wheat,24148.05,991423.42,4900.29
Maharashtra,Satara,2021,Sugarcane,24948.54,1418521.82,5340.58
Maharashtra,Ahmednagar,2023,Rice,5170.78,752543.89,5644.08
Maharashtra,Pune,2020,Onion,25747.66,1343931.03,5537.8
Maharashtra,Dhule,2025,Wheat,28232.8,157647.27,650.61
Maharashtra,Kolhapur,2022,Sugarcane,48145.72,797610.47,5879.52
